Date,ODA/PAN_LE_Value,ODA/PAN_LP_Value,ODA/PAN_PPPGDP_Value,ODA/PAN_BCA_NGDPD_Value,ODA/PAN_TX_RPCH_Value,ODA/PAN_TXG_RPCH_Value,ODA/PAN_TM_RPCH_Value,ODA/PAN_TMG_RPCH_Value,ODA/PAN_GGXWDG_NGDP_Value,ODA/PAN_GGXWDN_NGDP_Value,ODA/PAN_GGXCNL_NGDP_Value,ODA/PAN_GGXONLB_NGDP_Value,ODA/PAN_GGR_NGDP_Value,ODA/PAN_GGSB_NPGDP_Value,ODA/PAN_GGX_NGDP_Value,ODA/PAN_NGSD_NGDP_Value,ODA/PAN_PPPEX_Value,ODA/PAN_PCPIPCH_Value,ODA/PAN_PCPIEPCH_Value,ODA/PAN_PCPI_Value,ODA/PAN_PCPIE_Value,ODA/PAN_PPPSH_Value,ODA/PAN_NID_NGDP_Value,ODA/PAN_LUR_Value
2001-12-31,,0.018995929443691002,0.028652648677917003,-0.7566610455312001,-2.0249247958745,-0.9464046449307699,-0.083142942286679,-0.46805736636245004,0.079058792027179,0.079058792027179,2.8336079077429996,-0.60249816311536,-0.040470815865849996,-0.33302411873840004,0.028172339169782,-0.110653487095,-0.011450381679388999,-0.78284923928077,-1.0,0.003140350877193,0.0,-0.021739130434783,-0.26935664277725,0.087480588626784
2002-12-31,,0.018641810918775002,0.037987454489625996,-0.46084546084546,0.46708595387840995,-138.61666666667,-1.5238353196099998,-1.2523148148148,-0.014547823254803999,-0.014547823254803999,0.41426729694886,-1.0536044362291999,-0.038606956813981005,-0.36624942049141995,0.0016838238107995,-0.075517134918185,0.0019305019305019,2.1783439490446,,0.0099861837387852,0.017528483786152002,0.0,-0.10699098486136999,-0.040731674146607
2003-12-31,,0.018300653594771,0.062840721801969,4.853470437018,-0.4875678765361501,-0.6628920915586801,-0.8403309203722901,0.42147868321640997,-0.0088606997277263,-0.05476951163852099,0.42965663931935993,16.137931034483,-0.025431505352851002,-0.86759326993416,0.031824259789876,-0.035466203580016,-0.0096339113680154,-0.9418837675350699,-1.1140901312037,0.00058008658008652,-0.0019982773471146,0.0,0.20603174603175,-0.032253491174593994
2004-12-31,,0.017971758664955,0.10477137176938,0.66029863855951,-0.033463469046291,0.40488593497395003,3.0440414507772005,1.3933181473045,0.040793318089431,0.036514094473768,0.0403825717322,0.22937625754527,-0.053311213738062,-3.6353591160220997,-0.03698904028436,-0.22844678346375,-0.0077821011673152,7.034482758620699,-9.025,0.0046639611653846,0.01604411917009,0.0,-0.015372466438536998,-0.09537064166422501
2005-12-31,,0.017654476670869997,0.10642432967428,-0.33990212934797,-11.557991921523,-5.0469249456591,1.1300448430493,-0.22350888324873,0.0093523533450301,0.0056705005461671,-0.46496424923391,-2.0523731587561,0.05702377569385201,-5.2473794549266,-0.041216501980084,0.19969484832167,-0.013725490196078001,5.1545064377682,1.0909657320872,0.02868930115584,0.033560695507403,0.044444444444444,-0.018446238571352,-0.16380566801619
2006-12-31,,0.017348203221808998,0.11859996096545,-0.36425566018834005,-0.34606766136524997,-0.89321032510821,-0.21593984962406,0.63963227783453,-0.077360258774449,-0.050762718632697,-1.1951126384116002,2.443234836703,0.11725961107625998,1.431391905232,-0.020571841039419,0.21844841774519,-0.0099403578528827,-0.14295676429568,-0.3453516090584,0.024573624588695,0.021967816696527,0.021276595744681,0.060028325525656,-0.11774958845744
2007-12-31,,0.017965895249696,0.15095382110038,1.5332492908918998,-0.20610112829085,3.5689349112426,5.4572305331799,3.1647146772987997,-0.13335517693315999,-0.13291938007975998,5.737769080234799,0.44941282746161,0.11421696410667999,0.29658952496955,-0.0034392400917131,-0.012156934978817,0.0040160642570281,0.6960943856794101,1.8925807919891,0.041692544046024,0.06355397222378599,0.0625,0.23982528263104,-0.25551531116233
2008-12-31,,0.017947950942266998,0.12279238990374,0.35904453844240003,0.7069165175281601,0.80936346564787,-0.5007722466437,-0.50774845928319,-0.14221172022684,-0.14252445272473002,-0.87743247168167,-0.50638828295419,-0.058848936399956996,-0.5550336621261899,0.056943303204601,0.03834918267139,0.036000000000000004,1.1009834492683999,0.06467348544453201,0.08758648822505001,0.067665250200372,0.058823529411765,0.14514858871803002,-0.13769718413681
2009-12-31,,0.018219218336762003,0.046445689596975995,-0.93830098864885,0.037375107931417,-0.29221244005440006,-1.3886244645407,-1.0926826303634,0.0013883685567577,-0.015752308527974,-3.345971563981,-0.54356060606061,-0.029562490439039,-0.22624912033779,0.024799813418332,0.49197892972585,0.0038610038610039,-0.72474026715378,-0.7172627845107901,0.024105771103369,0.019121406768978,0.055555555555556,-0.07343733034130799,0.18515985638570998
2010-12-31,,0.017893217893218002,0.087650259123067,15.870919881306,-1.5129013079667,-2.5584770187592003,-2.5477648499693997,-9.5573770491803,-0.029665492957746,-0.088760117733628,0.8828282828282801,-0.5961272475795301,-0.0068571428571428,-0.39881764438381,0.026589288423607995,-0.43193580742227006,0.028846153846154,0.44753214433845,1.5650810245687,0.034891992590557995,0.049074723945990995,0.017543859649123,-0.0026953125000001,-0.012406231967686001
2011-12-31,,0.017862205840658,0.13149726170941,0.40207545510509,-2.3657122985974,-1.2107585490883,1.7171117705241998,-0.25869731800766,-0.0069400344733738,0.004188957302917001,0.10783261802574999,-1.0239726027397,-0.015634300226182,-0.66641452344932,-0.0071309809717348,-0.20495797725828,0.022429906542055997,0.6836676217765001,0.28652944772773997,0.058760676489604,0.06312721491736499,0.06896551724137899,0.06537150914574401,-0.31931054630440997
2012-12-31,,0.018105849582173,0.12783505154639,-0.33393966003889003,1.1069427940927,5.6836514778325,-0.79566800145613,0.026772793053546004,-0.026743708034532,-0.016535156053676,-0.25956416464891,-2.5,0.011085580682872001,-0.49886621315192997,-0.0097127121167014,0.5998045660477901,0.018281535648995,-0.030292716133424002,-0.26595913194994,0.056984360637402004,0.046337892146172996,0.064516129032258,0.052536764705882005,-0.08841201716738198
2013-12-31,,0.018057455540356003,0.09989774734298,0.11809021565119,-0.7511279407025501,-0.82559826795955,0.61981115268128,0.12252088996275,-0.023724040830693,-0.015918847097302,0.9725310660562501,-48.904761904762005,-0.023961406586397,-7.027149321267,0.033294502273496,0.0065522794158476,0.023339317773787997,-0.29326079326078996,-0.19356927060854998,0.040271476701899005,0.037372269728223,0.060606060606060996,0.04788850466310401,0.016713747645951
2014-12-31,,0.018005912389143,0.083936670704567,-0.092562957971869,-0.39284558109421,-1.3412572636027,-0.31599208095028997,-0.5949775784753399,0.029780790308624,0.039778775997714996,0.2907824933687,0.98807157057654,-0.04722029328867299,0.41816816816817,-0.010182929046805001,0.049594527500414,0.019298245614035,-0.20536379438788,-0.19721701899920002,0.03199536993733,0.029998622336517004,0.028571428571427995,-0.0066666666666666,0.0
2015-12-31,,0.017951425554382,0.084051304042727,-0.015871542602562003,0.45747800586509996,-1.9601393188854,-0.04277214986332199,0.025022143489814,-0.0091496860630675,-0.026245473841927998,-0.47932185974826996,-0.982,0.044415862808145995,-1.1058761249338,-0.030458904361244998,-0.017292126563650003,0.013769363166953999,0.0625,0.1,0.034000079307083,0.033003778548101,0.027777777777778,-0.016778523489933,0.0
2016-12-31,,0.017894190871369002,0.087016458685463,-0.12534188437235003,0.6332540698737901,1.646110439339,0.0085671090206617,-0.9783970620004301,-0.053284963840662995,-0.028748012514746003,-0.25061667488899997,-13.611111111110999,0.017856409835393,2.25,-0.0027664089737759997,0.06038401882655,0.011884550084889998,-0.11764705882353,-0.12121212121212,0.030000383496502005,0.028998252012344,0.027027027027027,-0.0068259385665529,0.0
2017-12-31,,0.018089171974522,0.08483678870754299,-0.04259219322838,-0.16104826968306,0.17486671744097002,-0.038141239173884,-2.52,-0.057080295603274,-0.055422068492066,-0.31928900592495,0.99118942731278,0.0037909340216164,0.64923076923077,-0.014858445753373,0.009835569454252,0.0050335570469799,-0.066666666666667,-0.06896551724137899,0.027998957485625,0.027001378905369,0.013157894736841999,-0.0068728522336771,0.0
2018-12-31,,0.018018018018018004,0.081719577526354,-0.11408942448474,-0.04779068215191599,-0.011020355244393,-0.07238095238095199,-32.092105263158004,-0.064678717508906,-0.063901157265053,-0.5125725338491299,0.54203539823009,-0.0036159100040177,0.45615671641791,-0.023916062336059,0.025623095749462997,0.003338898163606,-0.071428571428571,-0.074074074074074,0.025999761992229,0.024999872371491004,0.025974025974026,-0.017301038062284,0.0
2019-12-31,,0.017944936086529,0.079803029733489,-0.10437325197050999,-0.06224589934109099,-0.024252753015207,0.078962105656151,0.12039779940753,-0.062605800699695,-0.061753463927376996,-0.003968253968254,-0.09325681492108999,-0.0026209677419355,-0.10698270339525999,-0.0026478027189377,0.02050258108503,0.0033277870216306,-0.03846153846153799,0.0,0.025003025779642998,0.024997758718585,0.012658227848101002,-0.014084507042253001,0.0
