Date,ODA/UKR_LE_Value,ODA/UKR_LP_Value,ODA/UKR_PPPGDP_Value,ODA/UKR_BCA_NGDPD_Value,ODA/UKR_TX_RPCH_Value,ODA/UKR_TXG_RPCH_Value,ODA/UKR_TM_RPCH_Value,ODA/UKR_TMG_RPCH_Value,ODA/UKR_GGXWDG_NGDP_Value,ODA/UKR_GGXWDN_NGDP_Value,ODA/UKR_GGXCNL_NGDP_Value,ODA/UKR_GGXONLB_NGDP_Value,ODA/UKR_GGR_NGDP_Value,ODA/UKR_GGSB_NPGDP_Value,ODA/UKR_GGX_NGDP_Value,ODA/UKR_NGSD_NGDP_Value,ODA/UKR_PPPEX_Value,ODA/UKR_PCPIPCH_Value,ODA/UKR_PCPIEPCH_Value,ODA/UKR_PCPI_Value,ODA/UKR_PCPIE_Value,ODA/UKR_PPPSH_Value,ODA/UKR_NID_NGDP_Value,ODA/UKR_LUR_Value
2003-12-31,,-0.0086648286727058,0.11785099966491999,-0.22952571810286998,1.061394532963,1.061394532963,4.1917596566524,4.1917596566524,-0.12457882338909,-0.14817727172648001,-0.51495377922784,-1.1826741996234,0.054618697041256,,0.026933446106676005,0.0037577684636509,0.059464816650149,5.8824306472919,-15.486818980668001,0.05209864861084299,0.082426547056897,0.05225653206650799,0.090238224951711,-0.059403884100114004
2004-12-31,,-0.0079668778621166,0.15182871508335,0.8463672620079801,0.28924975180824997,0.28924975180824997,-0.55204682230011,-0.55204682230011,-0.15712388024115,-0.13817295620707,3.9394618834081,-36.824742268041,-0.022022602144306,4.2433090024331,0.068900728386482,0.14542836573073997,0.12067352666042998,0.7343570057581601,0.49326701443649,0.090362582247381,0.12308677506222998,0.065462753950339,-0.038159269522555,-0.051783151153804
2005-12-31,,-0.0071877239576747,0.060040042888224,-0.72417355371901,-1.4664759914196,-1.4664759914196,-0.051598139809552,-0.051598139809552,-0.2846520649802,-0.40526992287918,-0.48433953699501,-0.5620143884892099,0.12662626262626,-0.59350348027842,0.061834818203708,-0.19670018856064997,0.20617696160267002,0.49623727312969995,-0.15939556422129997,0.13520195097719,0.10346596046396,-0.021186440677966,0.068530675860766,-0.16336748952026
2006-12-31,,-0.0074733020530349,0.10597262139355,-1.5110657133128997,-1.3181228628698998,-1.3181228628698998,-0.03619240348692399,-0.03619240348692399,-0.16376680601062,-0.1542396080974,-0.39920774647887,-0.51839684625493,0.033519820207526,-0.038432267884322996,0.011224998866162,-0.089980830170964,0.11487889273356,-0.32869822485207,0.12351406204697,0.09075556062269301,0.11624749454231,0.017316017316016997,0.094457213578501,-0.05219206680584599
2007-12-31,,-0.006053605424715,0.10771070358838002,1.4610259826782,0.17605633802817003,0.17605633802817003,0.63942501817007,0.63942501817007,-0.16820914679457002,-0.13807495741056,0.44688644688644996,0.99727148703956,-0.031900619968539,0.6794618124258001,-0.017244859058597,0.053952968488027,0.19553072625698,0.41505068312032,0.42709677419354997,0.12842952176572,0.16589528454160998,0.023404255319149,0.13929162796332997,-0.067400881057269
2008-12-31,,-0.0058967847458357,0.043066317533265994,0.9182458040064999,-0.28080680743776,-0.28080680743776,-0.33540219693611,-0.33540219693611,0.6688865426784699,0.8124320585038001,0.6035443037974699,0.8101092896174901,0.057755262969247004,-0.06927426955702201,0.08235213581599099,-0.14937183879915,0.26116303219107,0.9622362376391801,0.34484629294756003,0.25201344361683,0.22310652103325,-0.0062370062370062,-0.0095710740872031,0.0018894662257913
2009-12-31,,-0.0049575684101143,-0.14152949192834,-0.79156082416032,-11.616126205083,-11.616126205083,-4.0850133412393,-4.0850133412393,0.72173828410142,0.74133042529989,0.9750552573413299,0.92075471698113,-0.044458500881037005,-0.43518987341772,0.023633335441569998,-0.25280521722451,0.12186084808563,-0.36907265584698995,-0.44825422437363,0.15899640690382,0.12309881567041,-0.14435146443514998,-0.38940586972083,0.38975326104039
2010-12-31,,-0.0039161934599569,0.053719772743549,0.49763033175355004,-1.3835961363823999,-1.3835961363823999,-1.3607140283017,-1.3607140283017,0.14485585076314003,0.20290581162325,-0.079936051159073,-0.18880157170923,0.022483332545273998,0.72971761541909,0.0092680314701157,0.04319086125016,0.1251376146789,-0.41100628930818,-0.26108854589764,0.093648951986652,0.09095758251193,-0.012224938875305002,0.082473622508793,-0.08436051113875401
2011-12-31,,-0.0040408011707403,0.073652553868111,1.8340867992767,-0.30539115463252,-0.30539115463252,0.46090315705341994,0.46090315705341994,-0.091050487594124,-0.10310807996667999,-0.52093831450912,-0.8084281908452401,-0.0087632083978821,-0.18268981601451,-0.06891274181699401,-0.10987388495847,0.12002609262883,-0.15024025627336,-0.49868073878628,0.079580460710838,0.045602221758752,0.012376237623761999,0.12297611956463,-0.029764110164258
2012-12-31,,-0.0031799640335102,0.02050429920346,0.2935077364811,-0.7327652982184399,-0.7327652982184399,-0.9057627427737801,-0.9057627427737801,0.014938751120406001,0.020722681758816003,0.5549510337323199,2.0012642225032,0.037018894331701004,0.39410272669625995,0.068314813597212,-0.28868615661068,0.062026790914385004,-0.9290022618748399,-1.044298245614,0.0056538507983111,-0.0020247423230296,-0.026894865525672003,-0.11269167711447999,-0.041624236252546
2013-12-31,,-0.0017600598420347,0.014450239588126003,0.12899247749414,-4.8973913043478,-4.8973913043478,-2.9975810353169,-2.9975810353169,0.09559236759707801,0.10065682845688001,0.12386284114766,-0.0096882898062343,-0.01857975122028,0.035933591084830005,-0.0060520269161333,-0.3637776914108,0.016451878256101,-1.4619469026549,-3.4554455445545,-0.0026098582867844,0.0049617232189784,-0.032663316582915,-0.14662246617032001,-0.047416655598353
2014-12-31,,-0.002005598042889,-0.049334403383395994,-0.72517749863463,0.25033467202142,0.25033467202142,4.1719544683943,4.1719544683943,0.6516036053640799,0.6876437004314201,0.19821502698215002,0.0046788600595492,-0.022919483853224,-0.23380900109769,-0.0009288117401802801,-0.13805742211362,0.10196924736983999,-44.800766283525,37.247983870968,0.11432476471986999,0.18970765838320003,-0.093506493506494,-0.48029039037127,0.39012827663134003
2015-12-31,,-0.0020096285499756,0.028662087521874997,0.0043720190779015,-1.5680466333571002,-1.5680466333571002,-0.94202762819012,-0.94202762819012,0.085809361827997,0.093407013945229,-0.31855187943877,-1.2701100762066,-0.0002345710867678,-0.33409742120344,-0.03817866292042,-0.074238128986534,0.11995104039167999,0.22157102869139,-0.52559169258342,0.13965357936713002,0.090000355705445,-0.02865329512894,-0.050116407303027,-0.017251755265797003
2016-12-31,,-0.0019915469894449,0.05959315957857,0.03205381875741999,0.03434554973822,0.03434554973822,-5.9184168012924,-5.9184168012924,-0.031150823378782003,-0.029273824357054,-0.30986273512964,2.7570532915359998,0.0021585603341076,-0.14586919104991,-0.024228885643096002,0.6361722488038299,0.062950819672131,-0.49760114572145,-0.23,0.07016447394406401,0.069301214321058,0.0,0.43924148606811003,-0.05348030210247
2017-12-31,,-0.0019955211636105,0.061365592190996,0.041411042944785,0.13970439360194,0.13970439360194,0.057973394646083004,0.057973394646083004,-0.066301138760017,-0.063673598892382,-0.22467771639042,0.21318314559867002,-0.0065553812656569,-0.08463476070529,-0.019591441401779,0.27628962451749,0.054698745630269004,-0.11488027366021,-0.14386724386723998,0.062098333195534004,0.059331997574151994,0.0,0.22138567715336,-0.052728056933362
2018-12-31,,-0.0019995112305882,0.06709322905566299,0.06038291605301901,0.012257949902291999,0.012257949902291999,0.01707544240919,0.01707544240919,-0.11265696991597998,-0.1129029773732,-0.27743467933492,0.07324621733149901,-0.0080126316781749,-0.16290588882774,-0.020746328977502,0.20410594812573998,0.043868200428933996,-0.19903381642512002,-0.22888926344177,0.049740582770905,0.045752210634155,0.0058997050147493,0.1754604828649,-0.05566306203756401
2019-12-31,,-0.0020035172859018,0.06657186896207401,0.11111111111111001,-0.002983502983503,-0.002983502983503,0.012820512820513002,0.012820512820513002,-0.13318740242992,-0.13400934141302,-0.22353714661407,-0.0067286126241589,-0.0070082911648018,-0.22353714661407,-0.014536616682717,0.16166844268534,0.03884945834889799,-0.12927221552071003,-0.09923497267759598,0.043307887586859,0.041214904219690006,0.0029325513196481,0.15257834935697,-0.05930568948891001
