Date,ODA/CHL_LE_Value,ODA/CHL_LP_Value,ODA/CHL_PPPGDP_Value,ODA/CHL_BCA_NGDPD_Value,ODA/CHL_TX_RPCH_Value,ODA/CHL_TXG_RPCH_Value,ODA/CHL_TM_RPCH_Value,ODA/CHL_TMG_RPCH_Value,ODA/CHL_GGXWDG_NGDP_Value,ODA/CHL_GGXWDN_NGDP_Value,ODA/CHL_GGXCNL_NGDP_Value,ODA/CHL_GGXONLB_NGDP_Value,ODA/CHL_GGR_NGDP_Value,ODA/CHL_GGSB_NPGDP_Value,ODA/CHL_GGX_NGDP_Value,ODA/CHL_NGSD_NGDP_Value,ODA/CHL_PPPEX_Value,ODA/CHL_PCPIPCH_Value,ODA/CHL_PCPIEPCH_Value,ODA/CHL_PCPI_Value,ODA/CHL_PCPIE_Value,ODA/CHL_PPPSH_Value,ODA/CHL_NID_NGDP_Value,ODA/CHL_LUR_Value
2001-12-31,,0.011300168853098,0.056966972278165995,0.34057341442224,0.33391676390509994,0.71732896353953,-0.58596837944664,-0.85947543405984,0.091274353726025,0.81375730045425,-0.2863309352518,-0.32727272727273,0.023059668012562,,0.0136604889933,0.00028891992102857004,0.017864954608517,-0.07129846474108799,-0.41758727353071007,0.035683967532951,0.026346167896544,0.0083102493074792,0.012214018776775,0.016378244746601003
2002-12-31,,0.011173901875161,0.037384892746489,-0.4640311082307199,-0.70884968654323,-0.9045801526717601,-0.55298329355609,-0.39957939011566995,0.048072247308092994,0.35974955277281,1.3669354838710002,17.378378378378,-0.028723031047185002,-0.51376146788991,0.0009871244635193,0.016511818225581,0.028602887303477997,-0.30260577192491,0.071320182094082,0.024891790454552,0.028246817961787005,-0.0054945054945055,-0.0078343088698784,-0.0067903111381372
2003-12-31,,0.010986917312332999,0.054483110287842994,0.31680773881499,2.2844266399598996,13.50875,3.6358782701548,3.4553415061296,-0.16212633392987,-0.14156032101039,-0.64395229982964,-1.1661764705881998,-0.0084879678540793,0.6855345911949701,-0.040475067529906,-0.012502367872703,0.033111950306209,0.12896745680996,-0.62004249291785,0.028103603097991002,0.010730802248621999,-0.0082872928176796,-0.0067616627337085,-0.027244897959184
2004-12-31,,0.010930334820025998,0.09734085335465,-3.4022038567492996,1.139198048483,0.27931420694409004,1.0876425198664001,2.9129323899371,-0.18566569100546,-0.3895785440613,-5.8971291866029,21.513274336283,0.041801375165065,-0.044776119402985,-0.06912730685017199,0.096489545367351,0.048016331561513005,-0.62455516014235,1.2628145386766,0.010549300580007,0.024288669397372002,0.013927576601671002,-0.07337689039155701,0.050771005979230004
2005-12-31,,0.010812154352823998,0.097245330191649,-0.41246177370031,-0.7996579003634801,-0.84335645498013,-0.050091024438683,0.14048922597820002,-0.32028366038469,-1.0012553351745,1.2178798241328999,0.9559748427673,0.082346256392325,-0.052734375,-0.029281874039939,0.028603918824352995,0.037539601449542,1.8928909952607,0.50700164744646,0.030520743301642003,0.036578841781463,0.013736263736264,0.083230609930477,-0.07157831686133599
2006-12-31,,0.010204708919899,0.090766027900267,1.9921925829537999,0.8737104233368901,0.64015477214101,-0.33747604390499,-0.43803399982384006,-0.2862655423753,1324.6,0.64052863436123,0.5315514469453401,0.056253281104873994,0.6783505154639201,-0.074868954603897,0.074368568755847,0.091948281969536,0.11140235910878,-0.29762230117518,0.033928290611731006,0.025701567640797004,0.005420054200542,-0.058810141563112,-0.14516129032258
2007-12-31,,0.010040771618086001,0.080057108506162,-0.11067623396391,0.33149800645529,0.7148099606815199,0.23991935483871,0.30485893416928006,-0.221065278334,0.9562462281231099,0.064312567132116,0.015877181472248002,0.043317020951216006,-0.3415233415233401,0.034958306606798994,-0.021965409427316004,0.020508861112643002,0.29952830188678997,2.0463035019455003,0.044082791487636,0.078292262601104,-0.0026954177897574,-0.0060453644145669,-0.11849056603774
2008-12-31,,0.0099409567417763,0.05251019243881,-1.7897310513446998,-1.0875516897191,-1.329104249465,-0.18494167550371,0.035015015015015,0.26452442159383,0.48658028690421,-0.47874353475464,-0.51239989666753,-0.053171607607461,-3.8283582089552004,0.12106187377337,-0.095864357397216,-0.014301653956558,0.97731397459165,-0.09452037297228201,0.08715022761760201,0.070892780065562,0.0027027027027027,0.26201829505644003,0.10587899543379
2009-12-31,,0.009902762035435,-0.0027233997547619,-1.6328173374613002,6.4104234527687005,0.34695773339526,-2.4023766154914,-2.1257471130970003,0.18601341736125,-0.45203631647211,-1.9895934172314,-2.1356291390728,-0.20206672343061,1.8199208443272001,0.1381645627937,0.0037595667546883,0.029518188854489,-0.82973841211565,-1.2091973480039,0.014851374589633001,-0.014826031068215,-0.0080862533692722,-0.21436557813163,0.39780645161290007
2010-12-31,,0.0097465886939573,0.070335621182545,-0.19373776908023,-1.5107692307692,-0.94689655172414,-2.6000123701138,-2.6068041237112998,0.47394583476173996,-0.33412232531717,-0.91049156272927,-0.92628878003266,0.14133967114517001,-0.42479532163742995,-0.03270592997369,0.074419226824809,0.075559231031879,-0.05121293800539099,-3.0040458530007004,0.014083887152854,0.029722348153964,0.0027173913043478,0.10124159591697,-0.24739222745315
2011-12-31,,0.009009009009009002,0.07943349372372001,-1.7427184466019,1.3734939759036002,-27.623376623377,-0.39626580076539003,-0.47962915436931,0.29596464705198,0.22408644959477,-4.8415300546447995,-5.7563291139240995,0.04734180442820099,-0.5742171614477399,-0.027534837008829,-0.06594455511288201,0.013580735916866997,1.3721590909091002,0.49394347240915,0.033396987977952,0.04440268456375799,0.018970189701897,0.056907308377895996,-0.12682448178585
2012-12-31,,0.0089865491651205,0.073433233127567,1.7859477124182999,-0.79477882523568,-0.48048780487805004,-0.68164937892176,-0.56728931631835,0.07483847810481,-0.21094203740272,-0.51351351351351,-0.47172322022621005,-0.0095759789003855,-0.396370582617,0.020913120185894,-0.039409961345359006,-0.0052296295870604,-0.099700598802395,-0.66531531531532,0.030070767098549,0.014857084104462001,0.023936170212766002,0.054981658725809006,-0.096502317741256
2013-12-31,,0.0088490490145377,0.057188896252432,0.0041055718475073,2.7694346289753,0.63990610328638,-0.55470635559131,-0.85097592249608,0.068208382033729,-0.16811423524216,-1.9619883040936001,-1.7254408060453001,-0.05375066573804701,0.52373417721519,0.0012644889357217,-0.048057354301573,0.0016464614078111,-0.40405719986698,1.0262449528937,0.017919393309277998,0.030109923509447002,0.0077922077922078,-0.040126293913113,-0.07773631840796
2014-12-31,,0.0087714301987811,0.037056041575564,-0.46349299065421,-0.56409655495664,-0.5078728886344099,-2.9882565492322004,-5.7237093690249,0.083470105509965,-0.23376393558662,1.6656534954407,1.8177083333333,-0.024158981685933,0.5524402907580501,0.022647863607662005,-0.010106408823672,0.033079849005240004,1.45703125,0.38326137495849,0.044019867019145995,0.041641669207392,-0.012886597938144,-0.076112753466295,0.11699258260283
2015-12-31,,0.0086951611992547,0.052464554435174,-0.24278715296679002,0.67258064516129,0.80977312390925,-2.0031803725579,-1.8937462052216003,0.05294669263507199,-0.28521939953811,-0.32782212086659,-0.39679605668515006,0.04716269577177299,-0.50367892976589,0.020129255341044996,0.01506896382467,0.016003327396870003,-0.27208721326368,-0.28931572629052,0.032054479186649,0.029600324801012004,-0.0026109660574413,-0.0053179503357519,0.056444310292785994
2016-12-31,,0.007668625804646,0.059592127873422995,0.10927390366642999,0.09161041465766599,0.09161041465766599,-0.037590579710145,-0.037590579710145,0.027882441597589003,-0.27237479806139,-0.24766751484309,-0.35240040858017996,0.014447928141683001,-0.30727762803234004,0.001936889677992,-0.0051257253384912,0.0082973643504564,-0.06396255850234,0.013513513513513998,0.029999442389547,0.030005685673936,0.0,0.0020841828643922,-0.028571428571429
2017-12-31,,0.0076102655260527,0.06392093265200001,-0.02851587815943,0.35836277974087,0.35836277974087,0.0,0.0,0.018861636896828,-0.19182948490231,-0.36640360766628993,-0.52839116719243,0.025143048072506,-0.52140077821012,0.011115585984696,0.005832604257800999,0.0066132411966507,0.0,0.0,0.030000902282775004,0.029995192222083997,0.0026178010471204,0.0034362707419632,-0.058823529411765
2018-12-31,,0.0075527868129445,0.064544558116603,0.090727151434289,0.00021677866897885,0.00021677866897885,0.0,0.0,-0.0007849807025577599,-0.09230769230769198,-0.31850533807828996,-0.63545150501672,0.026644937869220002,-1.0121951219512,0.018999442364375,-0.0020295737895041,0.0062584930891294,0.0,0.0,0.030003066006745,0.030003371165299997,0.0,0.004235569774253,0.0
2019-12-31,,0.0074414532720507,0.06402366658368701,0.044648318042813,0.00043346337234499,0.00021673168617259,0.0,0.0,-0.0016366612111293,-0.095036319612591,0.0026109660574413,-0.19266055045872,-0.00019842057224503,0.0,-0.00019544228589293998,-0.002566337400736,0.0076749253490437,0.0,0.0,0.029996598060895,0.030002181976871,0.0026109660574413,0.0008973841252748,0.0
