Date,ODA/VEN_LE_Value,ODA/VEN_LP_Value,ODA/VEN_PPPGDP_Value,ODA/VEN_BCA_NGDPD_Value,ODA/VEN_TX_RPCH_Value,ODA/VEN_TXG_RPCH_Value,ODA/VEN_TM_RPCH_Value,ODA/VEN_TMG_RPCH_Value,ODA/VEN_GGXWDG_NGDP_Value,ODA/VEN_GGXCNL_NGDP_Value,ODA/VEN_GGXONLB_NGDP_Value,ODA/VEN_GGR_NGDP_Value,ODA/VEN_GGSB_NPGDP_Value,ODA/VEN_GGX_NGDP_Value,ODA/VEN_NGSD_NGDP_Value,ODA/VEN_PPPEX_Value,ODA/VEN_PCPIPCH_Value,ODA/VEN_PCPIEPCH_Value,ODA/VEN_PCPI_Value,ODA/VEN_PCPIE_Value,ODA/VEN_PPPSH_Value,ODA/VEN_NID_NGDP_Value,ODA/VEN_LUR_Value
2001-12-31,,0.019991687448047,0.057506639643407007,-0.8401667824878399,-1.6090612665178998,-1.6247918873922,0.13783369626582997,0.05365365365365401,0.12332695984704,-2.0321348314607,-1.1586985391766,-0.16608129981980999,0.10514114277922,0.12745201993425997,-0.15019832011199,0.056140350877193,-0.22676786375417002,-0.085548358275631,0.12530408927675,0.12281599532130001,0.010416666666667001,0.13876706661149998,-0.046402055968018
2002-12-31,,0.019436860763619997,-0.07456218923970799,3.9385093167702,0.11580726965342,-0.076550387596899,-2.7874255741422997,-2.7870036101083,0.7460677698975601,-0.6773350751143001,-4.1255230125523,0.080644570591467,-0.6638696939782801,-0.028496191103169,0.0069325279703479,0.30897009966777,0.79028010533876,1.5415241817293999,0.22431542104179997,0.31216225014649,-0.11512027491409,-0.23125272489464,0.19748465339123
2003-12-31,,0.019665840594772,-0.059158911274417,0.77311030059112,1.6222222222222,1.6799580272823,-0.17182852837372,-0.16863370547581,0.10919955229808001,-1.1153846153846,0.44123159303882004,0.09624834784966302,-2.6317914831131004,0.038238141335915,-3.4083162917559996e-05,0.32233502538071,0.38588749219934004,-0.13234022104757,0.31091118024608,0.2708214454065,-0.11456310679612,-0.28082612599839,0.13703425856464
2004-12-31,,0.018698549588397,0.21539184210627998,-0.018796992481203,-2.3179892141757,-2.3005090054816,-3.7613005171423,-3.8384703926332997,-0.25954136354019003,13.444444444444,0.15678989411109,0.06300429715275,0.16242969628796,-0.008080808080808001,0.21336787211560998,0.30326295585413,-0.30053713293236,-0.29164820558263,0.21748054391516,0.19184741229526,0.12280701754386,0.43247683511862,-0.17159665713657
2005-12-31,,0.018971023973525,0.13867009077726,0.28352490421456,-0.72453602221248,-0.7666716844799,-0.39029254166161,-0.41760535880567995,0.00083523826270434,0.6578947368421,0.13537819174562,0.09422713392467698,-0.28507838203986996,0.050603164656118,0.13744768111464,0.25625920471281,-0.26633558651767997,-0.25160281469898,0.15954270862602,0.14358722358721998,0.052734375,0.05532617671346,-0.18749585186168
2006-12-31,,0.013406344410876,0.13248412288773,-0.16136299633905998,-1.8002652519893998,-2.0612903225806,-0.01160409556314,0.035897568146066,-0.24278561075240002,-1.3919413919413999,-0.93168316831683,0.00098338870431891,-1.3833243096913999,0.17110050700865,0.021041193322138,0.14419695193435,-0.14421811344406,0.18164089706087,0.1365309182329,0.16966024979947,0.042671614100186,0.17031820552947,-0.18657082176114997
2007-12-31,,0.016731880007453,0.11647515462564001,-0.51497649429147,1.5031488233343997,1.5331306990881002,-0.050241712707182,-0.21394607782121,-0.10562951361698,0.7538940809968799,-3.4658385093167996,-0.12022728479635,2.3213276836157997,-0.08449843379937401,-0.09836977554179599,0.12397540983607001,0.36978174893804,0.32364729458917996,0.18703693832951002,0.22457476641236,0.030249110320285,0.12695936408885,-0.14721831693110998
2008-12-31,,0.016456531300396003,0.073428140391356,0.5267238991969001,-0.86983580508475,-0.86837053035757,-0.95873477549536,-0.8990657165479,-0.24376560625222998,0.22948490230906,0.69185558354324,-0.051789702420474,1.151817988518,-0.029764388439177995,-0.0071089411701586,0.27620783956244,0.62380366786077,0.37596295141827,0.30369330938482003,0.309,0.024179620034542004,-0.11582069874753,-0.13400847856806
2009-12-31,,0.016190098438683,-0.024671531941542,-0.9128423725739201,12.918616480163,11.926162260711,-15.359030837004001,-7.754941951678701,0.22448542024014,1.5096792834441,2.5841191066998,-0.21751861989942003,-0.5440711462450599,-0.046159580263196,-0.28450232357072996,0.070714285714286,-0.10829766216661,-0.18909385113269,0.27081019176289,0.25057295645530997,-0.03035413153457,-0.038358309103109,0.071389719880337
2010-12-31,,0.015932155276418003,-0.0028522992159356,2.3714880332986,-0.058836427422891,-0.090902679830748,-0.8521756915682399,-0.7166016350799,0.27116091752758,0.19318443472254002,0.19482137911936,-0.1370403514481,0.7596445600346801,-0.05079804021762,-0.057737331017295,0.44162775183456,0.040840441638048994,0.084886458873768,0.28187528373864,0.27183872938302,-0.064347826086956,-0.1482730550064,0.079832466048991
2011-12-31,,0.015402884984807,0.063270102899986,1.5290123456790001,-1.3622738215423,-1.356605383601,-6.3244552058111,-3.2624159973775,0.19309603834922,0.1184870706291,0.09027697299803,0.31421164270563,0.7667200394137199,0.24994458342569,0.23343886506632,0.25543729754743,-0.07439599815517799,0.014199529134785,0.26090610678549,0.27569644572526003,0.0018587360594796,0.05006371745858401,-0.035731076633756
2012-12-31,,0.015306824435883002,0.075224953330428,-0.54942640956798,-0.6583065380493001,-0.85686317163367,0.58487624244787,0.80743316670289,0.06137575911515499,0.42192891649412995,0.46651785714286,-0.15605609554894,0.46876742889013,0.013705918119173,-0.041978036259666,0.12053077773682,-0.19244921425834,-0.27210736307581,0.21068826454042003,0.20067771084337,0.025974025974026,0.15278259361997001,-0.046440760604583
2013-12-31,,0.015855269844496003,0.028529843130476,0.35861321776815,-4.870765370138,-10.376899696049,-1.3970732907033998,-1.3882876382876,0.13371043185032,-0.09810107383364698,-0.14104515474378,-0.016787080322991997,-0.32665654072527,-0.050283657811211004,-0.18961541070338,0.31513157894737,0.9288528169348299,1.8001295594977,0.40639542936288,0.56193164001254,-0.018083182640145,-0.22036319885701,-0.045123354211939005
2014-12-31,,0.015741203935301002,-0.013748145256465,0.51216108452951,-0.96936790923825,-1.0166936790924002,0.98843811293486,1.2870857850728001,-0.11356527412638001,-0.046616440199112,-0.09788203527128501,0.25606224335423,-0.11046101790498,0.13765427225598997,-0.040426867545512,0.4882441220610301,0.58133812347745,0.24266367697044,0.64263960390677,0.69829552298735,-0.06077348066298301,-0.04272762345679,0.06961178045515401
2015-12-31,,0.015628591128476,0.0082865436207175,-0.15675675675676,-7.1322751322751,0.37864077669903,-0.9703561416259999,-1.0263146016701,-0.10544887753556,0.052070838919070994,0.10457394069777999,-0.050173784369730995,-0.06236627308027599,-0.016654330125833,-0.076976754328579,0.51731092436975,-0.021660649819494997,-0.19927250855662,0.6287182285,0.55914086539996,-0.047058823529412,-0.026297229219143996,0.29862327909887
2016-12-31,,0.015614392396469999,0.018941307753540998,-0.21732332707942,0.075064710957722,0.10563380281689999,-5.861646234676,5.878216123499099,-0.05841924398625401,0.017369727047146,0.025150309086290002,-0.025216477663852998,-0.03236984448952,-0.010279450508092,-0.04654129654129701,0.41836508639786996,-0.18625143147983,-0.16997531924026002,0.5116218718308799,0.46410065887741,-0.037037037037037,-0.01107201986755,0.17723592906708
2017-12-31,,0.015628978864273002,0.025650675646752004,-0.25868957251298,0.13483146067416002,0.06369426751592401,0.39085014409222,0.24389027431421,-0.030379356430554,-0.037640079103494,-0.049644804229308,0.018398067273741003,-0.06026727225085201,-0.0018062982768865,-0.025026017146537998,0.35384615384615004,-0.14047535280091,-0.10495582848524,0.43974611229892,0.41539251078577005,-0.034188034188034,-0.0010463534581982,0.1250920998772
2018-12-31,,0.015670542514181998,0.031356679402256005,-0.39827539746699,0.18316831683167997,0.059880239520958,0.35534835534836,0.26623897353648995,-0.0026506918305678,-0.011096650455511,-0.020686657974794,0.0048905109489051,-0.30365275583233003,-0.00069049263077701,-0.015197722882993,0.30128057221966,-0.13587265491757,-0.17039408748405,0.38000338273535994,0.34461446823021,-0.028761061946903,0.00026186236514083,0.09539401877319399
2019-12-31,,0.015675625636437,0.030851853100867,-0.6435288849081999,0.08487746563060401,0.050847457627119,0.14332123065163002,0.10813806206460001,0.0021261893371606,-0.05014892290642099,-0.076861631312683,0.027674874700369997,-0.0,0.00095306171074575,-0.010219354838709999,0.2615807438273,-0.12986842105263,-0.08104814137720899,0.33064808944862,0.31668158264874,-0.029612756264237,5.2358762238925e-05,0.17125016606882001
