Date,ODA/KWT_LE_Value,ODA/KWT_LP_Value,ODA/KWT_PPPGDP_Value,ODA/KWT_BCA_NGDPD_Value,ODA/KWT_TX_RPCH_Value,ODA/KWT_TXG_RPCH_Value,ODA/KWT_TM_RPCH_Value,ODA/KWT_TMG_RPCH_Value,ODA/KWT_GGXWDG_NGDP_Value,ODA/KWT_GGXCNL_NGDP_Value,ODA/KWT_GGXONLB_NGDP_Value,ODA/KWT_GGR_NGDP_Value,ODA/KWT_GGX_NGDP_Value,ODA/KWT_NGSD_NGDP_Value,ODA/KWT_PPPEX_Value,ODA/KWT_PCPIPCH_Value,ODA/KWT_PCPIEPCH_Value,ODA/KWT_PCPI_Value,ODA/KWT_PCPIE_Value,ODA/KWT_PPPSH_Value,ODA/KWT_NID_NGDP_Value,ODA/KWT_LUR_Value
2009-12-31,,0.012492736780941002,-0.063705344360041,-0.34694426774967,-3.8705882352941,-2.7940825578621,-4.2934352755075,-4.2934352755075,0.15130616509927,0.3568540234533,0.6303407247160601,0.14694643806486,0.04422501051798,-0.27739696757320004,-0.17964071856286998,-0.26825396825397,-0.26825396825397,0.04609595484477901,0.046098798990375,-0.06872852233677,0.019058423142371002,-0.019150209455416
2010-12-31,,0.027833572453372004,-0.011778462368735,0.19937811411231,-0.92165825977301,-1.0,-1.5067243035543,-1.5067243035543,0.029134144127791,-0.051743406347787,-0.067728202576436,0.017063313875168,0.060814333791534,0.21947815390438002,0.10218978102189999,-0.02472885032538,-0.02472885032538,0.04496402877697799,0.044960007070573,-0.07380073800738,-0.0020037849270846,0.26418547895058
2011-12-31,,0.027917364600782004,0.12484981978374,0.36151803841949,-28.0523138833,,-0.18357030015798004,-0.18357030015798004,-0.24640620866038002,0.36527204871341995,0.57051358083264,0.05174108096560599,-0.12658623771224,0.13413900797269,0.13907284768212,0.09096975088968,0.09096975088968,0.049053356282272004,0.049056093105082,0.05976095617529901,-0.24690462911322,0.0
2012-12-31,,0.027973927213471,0.10252053242707002,0.043887219252563996,-0.46076608404610997,-0.25487678101877,-0.08049535603715201,-0.08049535603715201,-0.20550029256875002,0.034817138088797994,0.025640057397477996,0.011469504929043,-0.0092597329513481,-0.031180515171211003,0.040697674418605,-0.34780835881753003,-0.34780835881753003,0.031993437243642,0.031991744066047996,0.052631578947367995,-0.05176627416129701,0.0
2013-12-31,,0.02774108322325,0.010458331804338,-0.10964353215242999,-1.3896551724138,-1.3542059909725002,0.41877104377104,0.41877104377104,-0.09368095448519699,-0.10419041792954,-0.15691616656235,-0.015034473525671003,0.067747598884643,-0.049891425242307,0.011173184357542,-0.1516098780869,-0.16974054391996998,0.027138314785374002,0.0265625,-0.035714285714286004,0.10129646985317,0.0
2014-12-31,,0.028020565552699,0.030875944218478,0.0079974329227657,-0.8552212389380501,-0.96872103799815,0.039305843963216,0.039305843963216,-0.04111815374614,-0.1051340948597,-0.22494432071269002,0.00020388191159681002,0.08228552084340801,0.017522344240667,-0.016574585635358997,0.11495946941783,0.13930722891566,0.030267618059962996,0.030266362252664,-0.018518518518518996,-0.012623218211474,0.0
2015-12-31,,0.027756939234809,0.036700932143083,-0.055244018904425,-4.046454767726201,0.066666666666667,0.17796489225061,0.17796489225061,-0.032542372881356,-0.087134482639009,-0.23890015776426002,-0.0073110739668691,0.044080520118859,-0.020051132213294,-0.022471910112359997,0.15796430931923003,0.15796430931923003,0.035042253521127,0.035035493473781,-0.018867924528301997,0.08317173023055399,0.0
2016-12-31,,0.027980535279805,0.037484708440941004,-0.023223866670122998,0.086677367576244,-0.68055555555556,-0.067240125999515,-0.067240125999515,-0.044849334267694996,-0.08355815632480901,-0.32506662718389,-0.00024640994401019,0.046648977146280995,0.0086653497819687,-0.017241379310345,0.13584474885845,0.13584474885845,0.039792437767617005,0.039801598629746006,-0.019230769230768996,0.090246004906836,0.0
2017-12-31,,0.027692307692308,0.054226673785090995,-0.017725885630888002,1.3870014771049,-44.304347826086996,0.027536043642031,0.027536043642031,-0.059611151870873,-0.048013931503441,-0.36810354283207,0.0027385630759539,0.027764147857377002,-0.0032885620854657,-0.011695906432748999,-0.0032663316582914,-0.0032663316582914,0.039665533631598,0.039664509221192,-0.007843137254902,0.029801727283785,0.0
2018-12-31,,0.027867342238599997,0.055025833651787995,-0.06559148499338201,0.030631188118812,0.055722891566265004,-0.014283908481860999,-0.014283908481860999,-0.064170079968793,-0.074782229965157,-0.45044263148759,-0.01405142630853,0.013686095086533002,-0.038313963187455,-0.011834319526626998,0.0042853541719183,0.0042853541719183,0.03985069416472,0.039841294990626004,-0.007905138339921,0.021320576423340003,0.0
2019-12-31,,0.028008066323101002,0.05470024559894901,-0.07109196565382,0.02521765235665,-0.00047551117451275995,0.00012823800974613,0.00012823800974613,-0.06648603584827,-0.09090053193993303,-0.7463676563487099,-0.019763995457188998,0.0099101220613054,-0.033229250992637,-0.0059880239520958,0.0,0.0,0.039840663171757995,0.03984483623366,-0.0039840637450199,0.04244491990979,0.0
