Date,ODA/HKG_LE_Value,ODA/HKG_LP_Value,ODA/HKG_PPPGDP_Value,ODA/HKG_BCA_NGDPD_Value,ODA/HKG_TX_RPCH_Value,ODA/HKG_TXG_RPCH_Value,ODA/HKG_TM_RPCH_Value,ODA/HKG_TMG_RPCH_Value,ODA/HKG_GGXWDG_NGDP_Value,ODA/HKG_GGXCNL_NGDP_Value,ODA/HKG_GGXONLB_NGDP_Value,ODA/HKG_GGR_NGDP_Value,ODA/HKG_GGSB_NPGDP_Value,ODA/HKG_GGX_NGDP_Value,ODA/HKG_NGSD_NGDP_Value,ODA/HKG_PPPEX_Value,ODA/HKG_PCPIPCH_Value,ODA/HKG_PCPIEPCH_Value,ODA/HKG_PCPI_Value,ODA/HKG_PCPIE_Value,ODA/HKG_PPPSH_Value,ODA/HKG_NID_NGDP_Value,ODA/HKG_LUR_Value
2001-12-31,0.015411973918198001,0.0026817640047677,0.028527718283218997,0.39535941765240995,-1.1017397184484,-1.191528436019,-1.0957040866568,-1.1093452348555,,6.931338028169,,-0.23427345187002,0.34880854560394,0.0069325117023168,-0.012029173112746,-0.039645208977287995,-0.56852791878173,0.68009478672986,-0.016147922431931003,-0.035453597497393,-0.018918918918919,-0.075810311072439,0.030529720986656003
2002-12-31,0.014010507880911,-0.00059435364041611,0.032171697776431,0.28659928268666,-6.150453172205401,-3.4720074234457003,-5.6012861736334,-4.7595818815331,0.081231575499509,-0.0073251942286347,,0.030346705100487998,0.24124276576302,0.020418971401671,-0.021027738719161,-0.048698572628044,0.89164086687307,-0.5729196050775699,-0.030550434553594998,-0.015135135135135001,-0.011019283746556002,-0.09062021890078802,0.43319599764566996
2003-12-31,-0.00028785261945892996,0.0056497175141243,0.05111328872143401,0.36670045615813,0.50234631628344,0.7526276276276299,0.57791754018169,0.7299086455713001,0.032414419872766005,-0.34078711985689,,0.18355610817532,-0.29693251533742,0.048267112623263005,0.027518443559444,-0.07840541335687,-0.15810147299509,0.23249669749008997,-0.025721271393642997,-0.018660812294182,-0.011142061281337,-0.034554160735085,0.08459958932238201
2004-12-31,0.012381226605239999,0.0050266114725014,0.11689308771842,-0.077693306137586,0.20263938778697,0.061683443992290005,0.22542072630647,0.05227307515689599,0.5962441314554,-1.5440976933514,,0.29993434011819003,-1.3183246073298,0.00088018483881605,-0.012993614385107,-0.061771747805266994,-0.8553654743390401,-1.1800643086817,-0.0037141136318008,0.0033557046979865,0.033802816901407996,-0.0010277033065237,-0.14047709201060002
2005-12-31,0.0062571103526734,0.0058840835539865,0.10843093843736999,0.1943104141536,-0.31283682877735,-0.30246789052517997,-0.42392482833393996,-0.41741217543094,-0.077941176470588,-0.37780548628428995,,-0.10854631780988,-1.4287280701753997,-0.08480817852039099,0.10837517703103,-0.032494045593739,-3.4327956989247,2.9821428571429,0.0090456199272319,0.013377926421405,0.024523160762942996,-0.05801315024377201,-0.18120411160059002
2006-12-31,0.012436404748445,0.0096519450131617,0.10321193279747,0.068344415453245,-0.11027118964377002,-0.10430926443652,0.14466750313676002,0.14943820224719,-0.087121212121212,2.875751503006,2.9966254218223,0.077001529831718,-5.265984654731501,-0.09074530058254801,-0.029040220705677,-0.034992087216459,1.2375690607735002,0.7264573991031401,0.020247855946213002,0.023102310231022997,0.013297872340426,0.058167141500475,-0.14257532281205
2007-12-31,0.012004466778336,0.0049246813441483,0.092979113281792,0.02584101473253,-0.11427357689039999,-0.24356904531267,0.0019730351857942,-0.042033235581623,-0.059620004367765995,0.9813857290589499,1.082465522094,0.16892887205387,1.3926858513189,-0.038639365918098,-0.0062210258710933,0.0045553935860057,-0.0019753086419753,0.62900432900433,0.020215750668784,0.037634408602151,0.010498687664041998,-0.039892304240521,-0.15875339887053
2008-12-31,0.0033103448275862,0.0037474776592679,0.041312377682632996,0.15052607326626,-0.6970023980815301,-0.7233921457029,-0.7554972103708599,-0.79160997732426,-0.11913608917789,-0.9893006263048001,-1.0402757129342,-0.19780368153382,-1.1332999248309,0.21903126073514004,-0.066602461853312,-0.0067114093959731,1.1142998515586,-0.44910975285676,0.042721468390589996,0.020725388601036,-0.0077922077922078,-0.016591886333894,-0.12431626056688001
2009-12-31,0.0065988452020896,0.0045950603101666,-0.017184312819921003,-0.34023095921501,-4.975860704392599,-7.455246913580201,-5.0237136465324,-6.149075081610401,0.21671500131822002,16.878048780488,-5.4194630872483005,0.010603680430879997,0.63157894736842,-0.067406864679028,-0.00051589604694648,-0.011139517896274998,-0.86239176222794,-0.2653159671973,0.0058778430871454,0.015228426395939,-0.020942408376963,0.038306164155695994,0.48949460533788003
2010-12-31,-0.0071018847309479,0.0080045740423098,0.08072105939863901,-0.29158235532173,-2.668955907236,-2.3808271575423996,-2.9317246747469996,-2.917371090448,0.19154929577465,1.8765347885402,2.0630220197418003,0.17337478487758998,-2.0748847926267,0.022420982655466,-0.010161945931996,-0.0094182825484765,2.9319727891156,0.90413657255417,0.023119918699187,0.028999999999999998,0.013368983957219001,0.093513983613311,-0.1761341974838
2011-12-31,0.019257221458047,0.00850822461713,0.069492170279068,-0.20622679234504,-0.7687857824427501,-0.80113111726685,-0.7346880036840899,-0.73906095007164,0.11783960720131001,-0.08299739151055201,-0.085770946950917,0.08686601059803199,0.31082529474812,0.12927059936163002,-0.095655574748232,0.018269947800148997,1.284169550173,0.9772413793103399,0.052813508815495,0.057337220602527,0.0079155672823219,0.010590205106739001,-0.21378991207773998
2012-12-31,0.020512820512821,0.0092800899887514,0.033733497464623,-0.71608492263404,-0.51096208408563,-0.47301218804411,-0.36602299848123,-0.35923970432946006,0.10525459573776,-0.17713990173261,-0.18302603036876,-0.05524116315514499,-0.45952575633688003,-0.030567914158597,-0.0096943923886407,0.018674478213108997,-0.22874455595530999,-0.34286710847576,0.040720054343724,0.037683823529412,-0.015706806282722998,0.044567783622582006,-0.030900529723367
2013-12-31,0.010050251256281,0.005851212036779001,0.044772980531824005,0.17807351077313002,2.4272151898734,2.6795154185022003,1.378507871321,1.493078444298,-0.019723285251693,-0.76272784412319,-0.8035180882841,-0.036124038151407994,-2.4659606656581,0.088710112844879,-0.038429346046072,-0.0014378145219267,0.06285293395531501,0.12845010615711,0.043287884831562005,0.042515500442869995,-0.0026595744680851,-0.05817042705896401,-0.048891588217431
2014-12-31,0.0096884001047394,0.0058171745152354,0.047259162050459005,0.14308768154922,0.15266235764851,0.23121819814427,0.10964028776977999,0.05764145954521401,-0.025675675675676003,2.4384105960265,3.1233108108107994,-0.0054973947129405,-1.3323013415893001,-0.09700456258678801,-0.020777353063619,0.019438444924406002,-0.099099099099099,-0.08278457196613401,0.03900662999748,0.038997451146984004,-0.0026666666666667,-0.00012630515325026,-0.025542784163473997
2015-12-31,0.0095954356846473,0.0057835307077941,0.05158671715671499,0.026352941176471002,0.0036048064085447,0.0013370608970462,0.0067427385892117,0.0062500000000001,-0.025273539836647003,-0.82164869029276,-0.8713641950020501,0.012064987502403,-4.1149068322981,0.13093145869946998,0.00077297673340031,0.01465395480226,-0.03846153846153799,-0.03846153846153799,0.037500418158097,0.037501022160438,-0.0053475935828877,-0.0014737462630006,0.0022935779816514
2016-12-31,,0.0058871851040526,0.054506222805639014,0.12838147638698,0.013702274843688,0.0066763777615926,0.00090159711488919,0.0,-0.026245059288537997,4.0129589632829,5.9299363057325,-0.0098313939681786,-1.9142572283151,-0.10028166278166,0.010658839885688,0.011832260309726998,-0.066666666666667,-0.066666666666667,0.034992261559296,0.035002679781834,-0.0026881720430108,-0.00016867673104486002,0.017652827721478002
2017-12-31,,0.0057166190281747,0.058230441095365994,0.15806582689963,0.0097112860892388,0.0088026046062945,0.0010294685368678,0.0,-0.028900795583698995,0.045239121068504994,0.049632352941175996,-0.0082501918649271,0.3391494002181,-0.014951152372213998,0.012036683225067,0.012209802235598,0.0,0.0,0.035000817776115994,0.034999276559775,-0.0053908355795148,-0.0031632222690847,0.016061676839062
2018-12-31,,0.0058194613614833,0.059350823117487,0.14701754385965,0.0029893423446841,0.00083672005737505,0.00089985859364953,0.0,-0.028590536699549002,0.19455894476505,0.20753064798598997,0.012188044109112,0.28745928338762,-0.012109589041096,0.012271096847271998,0.010363574583758002,0.0,0.0,0.035006132845716,0.035000331094156,0.0,-0.0039771525280305,0.014226999683844999
2019-12-31,,0.0059203444564047,0.059134063180214996,0.12633832976445,0.0029804328106778,0.00083602054221921,0.00077061392242489,0.0,-0.028743545611014998,-0.19013112491373002,-0.19978245105149,0.0042048929663607,-0.40164452877925,0.035553829940651004,0.011674748228273,0.010929880612073001,0.0,0.0,0.034999963647732,0.034996801023672,-0.002710027100271,-0.0042903869844101,0.012780548628428999
