Date,ODA/JPN_LE_Value,ODA/JPN_LP_Value,ODA/JPN_PPPGDP_Value,ODA/JPN_BCA_NGDPD_Value,ODA/JPN_TX_RPCH_Value,ODA/JPN_TXG_RPCH_Value,ODA/JPN_TM_RPCH_Value,ODA/JPN_TMG_RPCH_Value,ODA/JPN_GGXWDG_NGDP_Value,ODA/JPN_GGXWDN_NGDP_Value,ODA/JPN_GGXCNL_NGDP_Value,ODA/JPN_GGXONLB_NGDP_Value,ODA/JPN_GGR_NGDP_Value,ODA/JPN_GGSB_NPGDP_Value,ODA/JPN_GGX_NGDP_Value,ODA/JPN_NGSD_NGDP_Value,ODA/JPN_PPPEX_Value,ODA/JPN_PCPIPCH_Value,ODA/JPN_PCPIEPCH_Value,ODA/JPN_PCPI_Value,ODA/JPN_PCPIE_Value,ODA/JPN_NGAP_NPGDP_Value,ODA/JPN_PPPSH_Value,ODA/JPN_NID_NGDP_Value,ODA/JPN_LUR_Value
2007-12-31,0.006056811957117,0.0010324518384683,0.049114428077199006,0.21567648527209,-0.12432051540165,-0.40924567836564,-0.48730964467005,-1.1356649587881,-0.016048645945902003,-0.006664362936269,-0.42794520547945,-0.43706666666667,0.012517024450353,-0.38550479413424,-0.034126823045028995,0.039944542286506006,-0.034985352926621006,-0.74897119341564,0.59537572254335,0.00061595318755772,0.0055162406074823,-1.9247787610619,-0.031433137986147996,0.0089502226533221,-0.070787878787879
2008-12-31,-0.0028623876046171,0.00064071009430935,0.0089954584341851,-0.39609856262834003,-0.83710771353029,-1.2972733318555,-0.85105467068446,-1.5911330049261,0.048084278626537996,0.18379137262698003,0.9683908045977,0.8204642349597299,0.012682551883167,0.5993575034419499,0.072586455331412,-0.06611897812849099,-0.031646511935681,21.590163934426,0.90579710144928,0.013780915219571001,0.010527148180731,-4.2727272727273,-0.038320498716538,0.0040639748295752,0.03913383772501999
2009-12-31,-0.01472744859434,-0.00010931948619849,-0.048095182703532996,-0.019041142468548,-18.075511644319,19.456375838926,-46.407514450867005,-46.125,0.09610973244635401,0.11452440675476,1.5287104622871,1.5774134790528,-0.064231499051233,1.1167862266858002,0.11900363839910001,-0.12994829847982,-0.012496583299166001,-1.9738751814223998,-2.8897338403042,-0.013427091188655,-0.019876359652555,4.191520467836299,-0.052621544327931,-0.14414414414414,0.26788852623651
2010-12-31,-0.0026918326630142,-2.3428165340262e-05,0.05930641060655001,0.37296360485269003,-2.0069019672673,-1.9358778069408,-1.7042836229393,-1.9698984302862002,0.02713475103093,0.06526795551495901,-0.10487828346002001,-0.12761231701161002,0.00070972320794893,0.058967059780399,-0.026737031664248997,0.054722838137472,-0.033457602781790004,-0.46423248882265,-0.8651911468812901,-0.0071970298602288,-0.002684630738523,-0.5594198817234599,-0.0062386798148522,0.0080345792016273,-0.0015841584158416
2011-12-31,-0.0014448113806681,-0.0011870548544296,0.016022297048124,-0.4592274678111599,-1.0145712761154,-1.1295134966697,-0.46597379123362,-0.6520690530591501,0.064292064903312,0.12487182207136,0.055573470923357994,0.042587663464877,0.039783856805132994,0.06387608806963599,0.04355870788682399,-0.0604608139926,-0.038365505946787996,-0.60083449235049,0.055970149253731,-0.0028596854346022,-0.0028219471435290003,0.24704378395654,-0.042729850141757994,0.019220097866115,-0.094208647362158
2012-12-31,-0.0030846040099853,-0.0022283730531056,0.032861150274774,-0.53874883286648,-0.5323943661971801,0.14466165413534002,-0.10847859197834,-0.43597227289310003,0.032658069231974,0.017296660117878,-0.11344195519347999,-0.13242313242313,0.01315447576978,-0.08976055829623401,-0.017459613869187998,-0.025194665711983998,-0.026727716045936,-0.8710801393728199,-0.19787985865723998,-0.00038104788167457,-0.0022779957651357,-0.21732444900051,-0.015231647979691003,0.029251633339932998,-0.04926647689949701
2013-12-31,0.0066029761240211,-0.0021158050638269,0.030299190823714003,-0.30465587044534004,-10.602409638554,-0.5974776668418299,-0.35858010630220005,-0.6859637774903001,0.024694322960116998,0.035418807116206,-0.058350562830232,-0.055910951893552004,0.018433622928221,0.0075346992729675,0.0016792400812049998,-0.0030757930496259,-0.020624964142968997,-10.648648648648999,-7.365638766519799,0.0035812091847483,0.014453541469695,-0.30517354289456,-0.016326530612245004,0.011252704977158001,-0.07300783049286
2014-12-31,0.0038660814729137,-0.0021988204898657,0.025812899701127996,0.38573508005821994,-0.026976160602259,-1.9732375979112,1.0677715300385,1.1493305870236998,0.0075985904779134,0.028096929183203997,-0.13491095389119,-0.14880065049465,0.030596826995718997,-0.12581999475203,-0.0033528499224341,0.063962055627187,-0.0036807420063461,6.436974789916,0.77647058823529,0.026538323137819,0.025669499003559,-0.24458058435438,-0.022712382616292007,0.05344999762233099,-0.078260869565217
2015-12-31,-0.0041510803857506,-0.0026129182046419,0.026884108777028,0.18172268907563002,0.9226305609284301,1.1770623742455,-0.59997137541148,1.0,0.0017792214681842,0.015718204380198,-0.18020304568528,-0.20729183251075,0.025076359193647,-0.17274500975537,-0.011473187387026,-0.001298420255356,-0.0043312950768267,-0.23352165725047,0.17335410985586,0.020350733697504,0.030121413657102993,-0.28883343730504996,-0.028603351955307006,-0.0091635444409335,0.019137466307278
2016-12-31,,-0.0030300878252018,0.027435371500105003,0.10844444444444001,0.56203890006707,0.060998151571164,0.21144901610018,-0.24988021082894002,-0.0065950539132418,0.0024862825788753,-0.20364637082903,-0.26370757180157,0.034295759959477,-0.19285195936139002,-0.00081269841269832,0.0012567713976165,-0.0012696100623978,0.27125307125307,-0.53286852589641,0.025871036082031,0.014076048196389,-0.39385964912281,-0.030365769496203995,-0.0042369020501139,0.0055540862205765
2017-12-31,,-0.0034508686532905,0.029843924200578003,0.012830793905373002,0.18913696865607998,0.07346109175377499,0.5440047253396301,0.49600766528266,-0.0024275427690389,0.0041905413495253,-0.01792656587473,-0.082924168030551,0.0087577782899284,0.0098898628905373,0.0055664285895838,0.013634002770083,-0.0080806488169734,-0.30885195206803,0.43212508884151,0.017879069767442,0.020154723127036,-0.7062228654124499,-0.029893238434164,0.013679827972732,-0.0073645449763283
2018-12-31,,-0.0038519883407858,0.030551038951378,0.034837688044338996,-0.024372630438707,-0.085474709223695,0.03194338179036,-0.23228010247651998,-0.0046449300383105,-0.00052518026457719,0.0081372333406642,-0.075847709696609,0.010138222526844999,0.022034275539727997,0.0099337748344371,0.015927238566976,-0.006308552808051,0.12695749440716,0.0,0.020142201751019,0.020146586600388,-1.1477832512315,-0.029591587185131,0.014849250767287,0.011128775834658001
2019-12-31,,-0.0042256665390994,0.031012536399427998,0.076511094108646,-0.005181347150259,-0.054125998225376996,0.0022242817423541,0.28170189098999,-0.0033657380258191,-0.00095150181069385,0.021596858638743,-0.069198583842935,0.012128579910096,0.022648083623693,0.013214866725066,0.023117014122393996,-0.0075383415648558,0.0,0.0,0.02015659434182,0.020148848954767,0.6666666666666701,-0.02898185483871,0.020013342228152,0.014675052410901
