Date,ODA/LAO_LE_Value,ODA/LAO_LP_Value,ODA/LAO_PPPGDP_Value,ODA/LAO_BCA_NGDPD_Value,ODA/LAO_TX_RPCH_Value,ODA/LAO_TXG_RPCH_Value,ODA/LAO_TM_RPCH_Value,ODA/LAO_TMG_RPCH_Value,ODA/LAO_GGXWDG_NGDP_Value,ODA/LAO_GGXCNL_NGDP_Value,ODA/LAO_GGXONLB_NGDP_Value,ODA/LAO_GGR_NGDP_Value,ODA/LAO_GGX_NGDP_Value,ODA/LAO_PPPEX_Value,ODA/LAO_PCPIPCH_Value,ODA/LAO_PCPIEPCH_Value,ODA/LAO_PCPI_Value,ODA/LAO_PCPIE_Value,ODA/LAO_PPPSH_Value
2001-12-31,,0.015219005196733,0.070075561536073,0.03970499957122,-2.0920386198163996,-3.4024746281107,-0.62905576063726,-0.6786637931034499,,0.48209489704565994,0.5157565552080801,-0.016495433789954,0.084818992177551,0.074623684381752,-0.6639280798348199,-0.2875946969697,0.078128744145518,0.07522999999999999,0.0
2002-12-31,,0.013711151736745999,0.085026117237377,-0.14335202903332,-0.65845351112399,-0.36404143278745005,-1.348042425036,-1.3545271629778999,0.0061664392905866,-0.64451827242525,-0.70211077606729,-0.082699785270733,-0.2386282647885,0.09705829747461399,0.36247280174069,1.0219327395986,0.10645262317772002,0.15210699106238001,0.05
2003-12-31,,0.013345356176736002,0.083266470535794,0.25852108607741003,0.83025673668576,-0.7684258416742501,-2.1177577125658,-1.9254634884601,-0.054145424304877995,1.8547153780799,2.3644112946191003,-0.13165886372264,0.12576399977975,0.11133370676962,0.45382808830437,-0.17125764249556003,0.15475712198685,0.12605951016323,0.047619047619047006
2004-12-31,,0.0142374087916,0.09966257921158801,0.37189197460026,-1.5183167169023999,-2.0691552062868,9.514304947829,12.630825838103002,-0.10532502532541001,-0.6203869047619001,-0.71464766429137,-0.06484517304189401,-0.24744436292492003,0.074479465160299,-0.32437322305505,-0.31477074409012,0.10456317358403999,0.08638364374095,0.0
2005-12-31,,0.016143183014564,0.10200568777129,0.0104840508588,1.8022813688213,4.0867328188166,-0.6079774633459201,-0.6201673615068499,-0.092376384630997,0.73382987063896,0.9145394006659301,0.081340085703155,0.18952294293514002,0.04439075209487799,-0.3143649579189,0.017712433433665,0.07168576807714,0.087908462228792,0.0
2006-12-31,,0.018131583491624997,0.11986417657046002,-0.45044150110375003,-0.09697501795833699,0.52409507983527,0.30189449616201003,0.34436197094125004,-0.15395026421401,-0.35541487678046996,-0.35884057971014,0.044743857626629996,-0.05196153425855099,0.10995494654576,-0.051332124424605996,-0.46285974291889004,0.068006172056083,0.04722016668082,0.045454545454545005
2007-12-31,,0.019843962008141,0.10709520921771001,0.57692307692308,-0.36344352130103996,-0.74842379710832,0.5896631750611601,0.5264610866373,-0.10651290896950999,-0.056471413539109,-0.026220614828209997,0.075172413793103,0.05354158261771701,0.015861260486717998,-0.33480370533745,0.18043202033037,0.045237916541579,0.055742509455490995,0.0
2008-12-31,,0.020954598370198002,0.09898115687992999,0.17697255301535,1.4180783115801001,1.8982475975127,-0.28677398989899,-0.27955210096968,-0.060515950242095,-0.47323420074349,-0.60770659238626,0.021872995509942,-0.050984682713348,0.039164850116571996,0.68611847922193,-0.43182633656261,0.076280060554927,0.031671924290221004,0.08695652173913099
2009-12-31,,0.021013194331324,0.083187957932513,0.13802618764202998,-0.71576227390181,-0.53663610948573,-0.55952644390352,-0.53752069646958,0.047394935701975005,1.9258997882851001,3.4828402366864,0.076454710940933,0.22751902236569,-0.04987560077813,-0.99554273728369,0.23776444584780998,0.00034469530602834,0.039208074534161,0.04
2010-12-31,,0.020421186981493,0.09451500092030199,-0.1307944658394,2.6313131313131,1.4569945278518,0.11429289123336,-0.28074835431343,-0.017546357825454,-0.21731789676796998,-0.26742344244984,0.32031022217039,0.21563747358535,0.08576230110427599,175.0,0.47295918367346995,0.05983960518198599,0.057742003162403,0.03846153846153799
2011-12-31,,0.019543464665416,0.10270747498529,-0.15375779455202,0.16589707927676997,0.4858660270687,0.9249323715058599,1.7927103403981999,-0.08362992189387201,-0.46286594761171007,-0.56468468468468,-0.010864764596767,-0.067524239966006,0.038493326970452005,0.26687834224599,0.3337374437132,0.075805724234129,0.077013134660506,0.037037037037037
2012-12-31,,0.019168839135102003,0.09836440581036301,0.79290285049447,-0.5307057307820799,-0.65713517045236,0.88148495139946,0.91128614960041,0.092949281220344,-0.7085484796328199,-1.1564569536423999,0.07644222182532599,0.019760553461204,0.058483162617977,-0.43820076507057004,-0.385404492923,0.042587519619408,0.047326433807676,0.071428571428571
2013-12-31,,0.018657839301836003,0.096393488146065,-0.0019467878001297,0.33512963904423,0.70126667413967,-0.89882360263911,-0.90518304605481,-0.013908764933833001,10.080708661417,-24.809523809524002,-0.0076323212211714,0.20056061098473002,0.025042159968607,0.49589105423808,0.40481724065075003,0.063705345245943,0.066486532852977,0.03333333333333299
2014-12-31,,0.01890694239291,0.091686190084215,-0.082538650484034,-0.36082552737796003,-0.46728602490611004,-0.5484466318056,-0.5828045685279201,-0.0014838730717803,-0.18315864274294,-0.17600000000000002,-0.016301621802374,-0.048116942442392,0.034517441167782006,-0.13012086014753999,-0.24845841479922,0.05542442982282599,0.049967425662144,0.032258064516129
2015-12-31,,0.018991011887503996,0.09210602633257901,-0.16500649631875,-0.035863219349458,-0.052690166975881,-0.44482288828337996,-0.5315589353612199,-0.018698456764922,-0.20574162679426,-0.28721682847896,0.0074785416843716,-0.027336390458924,0.037502703159348,-0.044929628293035005,0.10086051630979,0.052926159907049006,0.055004653621207,0.03125
2016-12-31,,0.019063878218808,0.096898401402093,-0.14027725386647,-0.010257043994068,0.021804413108761002,2.1914110429448,2.9756493506494,-0.012098518888334,0.21111719605696,0.25993189557321,-0.015858287642345,0.014436079233973999,0.039115647442085,0.075004723219346,-0.013270314488275,0.056902498061985,0.054282477999477004,0.03030303030303
2017-12-31,,0.018986458187909998,0.09923257559251401,-0.10980091043712,0.21213634661006,0.27906976744186,1.0342176086121,1.1347488770927001,-0.012212994626282,-0.055392267691612,-0.10210210210210001,-0.021813662466787,-0.027164318910545,0.037376314213803004,0.030579964850615003,0.16064848931466,0.058643904154957,0.06300275482093701,0.058823529411765
2018-12-31,,0.019043704617070997,0.096661234198124,-0.0032653564167335,-0.39256283477544,-0.45384615384615,0.41202041202041,0.43247895944912,-0.05510078788498901,0.0088559119195787,0.038795986622073,-0.015027382256298,-0.011332074213976001,0.061816916407693004,0.023192360163711002,-0.06349206349206299,0.059997737668525994,0.058999792676290005,0.027777777777778
2019-12-31,,0.018956708792686003,0.09707801988151402,-0.0051304240326370005,-0.37934542987959996,-0.48875068593378,-0.3990095034132,-0.41300574175457,-0.03017669247568,0.0037959667852906,-0.007405022537024999,-0.013121608397828999,-0.010450612428363001,0.029959815231541,-0.0083333333333333,0.016949152542373,0.05949971153878201,0.059998348164168,0.027027027027027
