Date,ODA/QAT_LE_Value,ODA/QAT_LP_Value,ODA/QAT_PPPGDP_Value,ODA/QAT_BCA_NGDPD_Value,ODA/QAT_TX_RPCH_Value,ODA/QAT_TXG_RPCH_Value,ODA/QAT_TM_RPCH_Value,ODA/QAT_TMG_RPCH_Value,ODA/QAT_GGXWDG_NGDP_Value,ODA/QAT_GGXWDN_NGDP_Value,ODA/QAT_GGXCNL_NGDP_Value,ODA/QAT_GGXONLB_NGDP_Value,ODA/QAT_GGR_NGDP_Value,ODA/QAT_GGX_NGDP_Value,ODA/QAT_NGSD_NGDP_Value,ODA/QAT_PPPEX_Value,ODA/QAT_PCPIPCH_Value,ODA/QAT_PCPIEPCH_Value,ODA/QAT_PCPI_Value,ODA/QAT_PCPIE_Value,ODA/QAT_PPPSH_Value,ODA/QAT_NID_NGDP_Value
2001-12-31,,0.03030303030303,0.06265360910500199,0.012878658223515,-2.0314016295889,-2.0314016295889,-1.9894764535648999,-1.9894764535648999,0.09262526799096901,0.097356818811101,-0.52488249930882,-0.35498820357263,-0.102858766108,-0.0059068246054178,0.07150395778364099,-0.07037643207856,-0.11764705882353,-0.11764705882353,0.01500150444887,0.014999809647086,0.018348623853211003,0.44508957371843005
2002-12-31,,0.029411764705882002,0.088279248505551,-0.16580070122079998,-1.1058050772235,-1.1058050772235,-0.5766019675618199,-0.5766019675618199,-0.21580510166872,-0.31928108380886,1.6063427407623,0.5634225996080999,0.14139320667817998,-0.019455004312686,-0.0075388782603754,0.014084507042254,-0.93333333333333,-0.93333333333333,0.0010022586109542,0.0010052136078916,0.03603603603603601,0.12111950549450999
2003-12-31,,0.04761904761904799,0.057887853522969,0.23799878468706,-6.109060402684599,-6.109060402684599,0.45604119567948,0.45604119567948,-0.20382631031199,-0.2295848540146,-0.34003125697700004,-0.3317179144385,-0.16811257944114,-0.11797093894572001,0.13209275694246,0.14930555555556,21.66,21.66,0.022655159284173,0.022654546272079,0.0,0.068030753208564
2004-12-31,,0.09090909090909101,0.22496947968661,-0.026627945026177997,0.49310344827585995,0.49310344827585995,0.41576813594409995,0.41576813594409995,-0.26643675603515,-0.26358253145818,1.5223274695535,1.0492623155789,0.31282968532105,0.048757064233738,-0.06757030143637499,0.10045317220544,1.9986760812004,1.9986760812004,0.067949115730686,0.067945655200715,0.1304347826087,-0.09627738900998101
2005-12-31,,0.14027777777778,0.10950056137961,-0.29394461486741996,-0.9284064665127,-0.9284064665127,2.7859014196064003,2.7859014196064003,-0.33428116469518,-0.36259925620665,-0.43475053648069,-0.4202562538133,-0.14291652234153002,0.010354664882189002,-0.035437911332899,0.26492793411119,0.30272259013981,0.30272259013981,0.08852088578991599,0.08852429769305699,0.023076923076922995,0.15978547174003
2006-12-31,,0.17904993909866002,0.30048096055669,-0.075348172836567,16.021505376344,16.021505376344,-0.15463967298592998,-0.15463967298592998,-0.28999373540634005,-0.38208625719467,-0.060030845889192,-0.077773100399916,-0.028774652440996,-0.01959075539443,0.07649771312889,0.051546391752577005,0.33495255309535,0.33495255309535,0.11816655891721001,0.11817064330066002,0.19548872180451002,0.14628139878509
2007-12-31,,0.1900826446281,0.21124186892354999,-0.074794026776519,0.6670878079595699,0.6670878079595699,-0.35932532505854,-0.35932532505854,-0.35573915135959,-0.52456297052444,0.24384702764104998,0.19034577199589003,0.015257434531735,-0.049137777777778,0.054554319246373995,0.08049535603715201,0.15393077769315,0.15393077769315,0.13636460079353,0.13636184258741998,0.11949685534591001,0.10254941277571
2008-12-31,,0.34895833333333,0.19971559944275,0.60512035619869,-0.23888918962810998,-0.23888918962810998,-0.6029298151779899,-0.6029298151779899,0.28274402390438,0.63687600644122,0.037341451040081,0.030006710765986,-0.044073446636428,-0.07407545899861599,0.07721013176579401,0.20534861509073998,0.11469639190377999,0.11469639190377999,0.1519987676911,0.15199757899279998,0.14606741573034,-0.08705724430588001
2009-12-31,,0.05019305019305,0.12807677266027,-0.7168429264909799,-0.54089615931721,-0.54089615931721,-1.1475716530718998,-1.1475716530718998,2.2635154809278997,3.7961960977209004,0.20003912745769,0.24785927029039004,0.27100185793912,0.30029884500444,-0.26420184555014004,-0.24762282091918,-1.3255263157895,-1.3255263157895,-0.049478311959318,-0.049477405935222006,0.12254901960784,-0.016553228828231
2010-12-31,,0.0030637254901961,0.18157574723188002,1.9302005204347,2.7515104570101,2.7515104570101,6.52738336714,6.52738336714,-0.12913395193909,-0.1694243128675,-0.7967068796869899,-0.72730663086447,-0.29206584806369,-0.09978880675818401,0.0047706345568934,0.082675092153765,-0.52021018593371,-1.0812449474535,-0.023744159874501,0.0040232332659774,0.10480349344977999,-0.29557018495744003
2011-12-31,,0.043372021991448004,0.15354615051278,0.59907015619286,-0.24037826230591,-0.24037826230591,-2.2178658043654,-2.2178658043654,0.11542927395670001,-0.015516957523872001,1.5986367281476,1.1985776805252,0.11121700181072999,-0.016767293427635,0.25145653210591,0.17655642023346,-1.7881213142376,4.2611940298507,0.018710646510694002,0.021150149364187,0.08695652173913099,0.0183828563604
2012-12-31,,0.07552693208430901,0.08028111695467098,0.066871386103035,-0.14351726012503,-0.14351726012503,-0.043478260869565,-0.043478260869565,0.09472781825975099,0.09398386220159698,0.47693257213393003,0.36514058223439,0.15648942252716,0.083652057966946,0.026127006742988002,0.035138486978089994,0.030464991982897004,0.25106382978723,0.019279979768452,0.026456850189797994,0.032727272727273,-0.028774076439544
2013-12-31,,0.11322808927599,0.080849645739455,-0.053371302590483,-0.75436369406538,-0.75436369406538,-0.8004279435577099,-0.8004279435577099,-0.039629712495805,-0.30454389116062003,0.6105307145841999,0.49621798961086,0.14910762841745998,0.006055111226241001,-0.0057317230689744,-0.013578274760383003,0.58869294605809,-0.059334845049131,0.030631168601791003,0.024892371276046002,0.03169014084507,0.061364344304849
2014-12-31,,0.094376528117359,0.08312331595104401,-0.12495552320879999,-1.3503875968992,-1.3503875968992,0.81947261663286,0.81947261663286,-0.25833600279566,-0.42367293109133003,-0.26122210690192005,-0.26093312218297,-0.076947898291959,0.014483424525266,-0.090255111154415,-0.033198380566802,0.09794319294809,0.35114503816794,0.033629697936601,0.033625694146903,0.030716723549488,-0.055272940716102996
2015-12-31,,0.08489722966934798,0.096908639163838,-0.14320567795357,-1.9129793510323998,-1.9129793510323998,0.36215957955087996,0.36215957955087996,-0.026621642845924,0.05368039664378299,-0.20888576696813002,-0.19746167792978,-0.07790906336666,-0.030583756345177997,-0.070006961426557,-0.023450586264657,0.026464466250372003,0.026464466250372003,0.034513249882561006,0.034514989819846,0.036423841059602995,-0.0016913465189327
2016-12-31,,0.07990115321252099,0.09847367218506599,-0.21818103373889003,-2.2027463651050003,-2.2027463651050003,0.08429790716707598,0.08429790716707598,-0.015409439290036001,0.071577232829608,-0.26592674805771,-0.24686794002875,-0.08492139715917701,-0.031548632019898,-0.063165774169402,-0.020583190394511,0.055330243337196,0.055330243337196,0.036425938504041,0.036427561282213,0.03833865814696499,0.061095359933615
2017-12-31,,0.045003813882532995,0.08818476661505198,-0.19678825671872002,-0.9670920080590999,-0.9670920080590999,-0.15236144058659,-0.15236144058659,-0.12340216322517,-0.17184597196420004,-0.21424251587542,-0.20548131988001,-0.06924266696127701,-0.03683427953500901,-0.041671788567916,-0.015761821366023998,-0.029645896239362996,-0.029645896239362996,0.035348217309985996,0.035344327661816,0.024615384615384997,0.049920166835022
2018-12-31,,0.02007299270073,0.07973107546217,-0.20343524562006002,22.367346938776002,22.367346938776002,-0.2251621931052,-0.2251621931052,-0.17750981491868,-0.30070357907617,-0.26226669232249,-0.25296035695898,-0.06730170034719099,-0.031752157743316,-0.039571575166752,-0.012010676156583999,-0.049787835926449996,-0.049787835926449996,0.033593752778143,0.033592279925904,0.018018018018018004,0.0344185469104
2019-12-31,,0.010017889087657,0.074826958424125,-0.17129549767121,-1.0515283842795,-1.0515283842795,0.030701034312921004,0.030701034312921004,-0.20905784748267003,-0.49270924467775,-0.24126238914971,-0.23684815070067,-0.055232095701695995,-0.029387252237562,-0.022927100723428,-0.0072039621791986,-0.030961595713009996,-0.030961595713009996,0.032553498933462,0.032553642140159995,0.011799410029498997,0.028712871287129
