Date,ODA/EGY_LE_Value,ODA/EGY_LP_Value,ODA/EGY_PPPGDP_Value,ODA/EGY_BCA_NGDPD_Value,ODA/EGY_TX_RPCH_Value,ODA/EGY_TXG_RPCH_Value,ODA/EGY_TM_RPCH_Value,ODA/EGY_TMG_RPCH_Value,ODA/EGY_GGXWDG_NGDP_Value,ODA/EGY_GGXWDN_NGDP_Value,ODA/EGY_GGXCNL_NGDP_Value,ODA/EGY_GGXONLB_NGDP_Value,ODA/EGY_GGR_NGDP_Value,ODA/EGY_GGSB_NPGDP_Value,ODA/EGY_GGX_NGDP_Value,ODA/EGY_NGSD_NGDP_Value,ODA/EGY_PPPEX_Value,ODA/EGY_PCPIPCH_Value,ODA/EGY_PCPIEPCH_Value,ODA/EGY_PCPI_Value,ODA/EGY_PCPIE_Value,ODA/EGY_PPPSH_Value,ODA/EGY_NID_NGDP_Value,ODA/EGY_LUR_Value
2006-12-31,,0.018571428571429002,0.10126762751675,-0.49800061519532,-0.11734693877550999,0.7322933609344999,-0.21747339512529998,-0.33789581205311997,-0.12556982607602,0.004235558995286,0.09219605044016199,0.098416886543536,0.15081122428439,,0.13599037449239998,-0.0407047960049,0.041666666666667,-0.5239066394742801,0.5340236686390499,0.042025792757444995,0.07259832257081701,0.013285024154588999,0.042000445037827995,-0.048046738751307994
2007-12-31,,0.022440392706872002,0.09937475829353999,0.2671568627451,0.46562538433157,-0.43941786522129,-0.35409812093295,0.23518975624807,-0.11238890057224,-0.09636241347420299,-0.17797625530988,-0.27528224837857,-0.030295609585447004,-0.1677377192027,-0.0661971085103,0.12557705529909,0.09658536585365898,1.6080437886721,0.18074114891858,0.10958851261158999,0.08570639523415,0.01430274135876,0.11318135710853999,-0.15681963909499
2008-12-31,,0.020576131687243,0.092582723266386,-0.73549323017408,0.27599227993623,-0.35645222687476,1.7494906044826999,0.31255854618122997,-0.12464928360330998,-0.13839569538991,0.06055386246190499,0.30062976466689,0.010534290558821999,0.088077476770056,0.02123858674077,0.0007853745800427901,0.10053380782917999,0.06743315995985,1.3234161708085002,0.11697703851021,0.19913951612317,0.042303172737955,0.073809409620642,-0.05746876697447
2009-12-31,,0.022849462365591,0.054684239762769,-5.288848263254099,-1.3676838090228,-1.2515083402342,-1.0244143439417,-0.93876677133885,0.04028662193541001,0.057267295371104004,-0.1384307846077,-0.04638124362895,-0.011602584698868,-0.16069280731297,-0.039788976815216,-0.26564066791647,0.1034761519806,0.38827149940161,-0.50130561414081,0.16239385412257,0.09931029467023801,0.049605411499435995,-0.14292094685127,0.07964499769478998
2010-12-31,,0.022339027595268995,0.064319179934386,-0.15856777493606,-0.42550527633696994,3.947789275635,6.930860033726799,-2.3061383061383,0.0020130092434097,0.021907874578695,0.20127610208817,0.009086050240513,-0.09188759661922999,0.18128403554026998,-0.033427794806547,0.04054856328663,0.087912087912088,-0.2801724137931,0.06535092135736599,0.11690134056011,0.10580315794115999,-0.0021482277121375,0.016206357477853,-0.016760969360521003
2011-12-31,,0.023136246786632002,0.038769098957589995,0.30901722391084,0.6818181818181801,-0.6469246126057601,-0.48883691260896994,0.68649613325402,0.047299513475099995,0.071360751586627,0.18095123128923002,0.24205508474576,-0.123896269191,0.14594201140362,-0.048345599234129004,-0.17162092771152998,0.09427609427609401,-0.051325919589393,0.11370510396974999,0.11089958760909001,0.11782126386638,-0.020452099031216,-0.12296805292036,0.12692725298588
2012-12-31,,0.022613065326633,0.040500472837332005,0.49729102167183004,0.9781562384302099,1.9857296715131998,-2.5249584026622003,-1.7837742504409,0.029582555817990002,0.054013713326181,0.075028109986712,0.09530916844349699,0.0052662641303854,0.06214270590726201,0.026721156868909,-0.13816378538467,0.10400000000000001,-0.22001803426510003,-0.38411270474412,0.086499156116322,0.07257132917348699,-0.0087912087912088,-0.042331754662925006,0.19202235282782998
2013-12-31,,0.028255528255528004,0.036191740943807,-0.29284052726803006,-1.1474826876287,-0.8813238344305201,-0.7719585379159799,-1.7614761476148,0.13027883396705,0.15344219734182998,0.33868974042027006,0.29180455518785,0.03965135708801899,0.33150603010067,0.13597672994489,-0.085511068488772,0.07413600891861799,-0.2006936416185,0.34408157640897996,0.06914416025045099,0.097539068022855,-0.0099778270509978,-0.13431833445264998,0.051568056902683
2014-12-31,,0.02,0.039122000010992,-0.8388157894736801,-4.972081218274099,-3.7553191489362003,4.5275119617224995,-3.9048463356974,0.052164747305979996,0.07600424590436501,-0.13133035016692,-0.32308619650392,0.16228660787976001,-0.13152182049555,0.050834209320504004,0.22660141571266,0.090295796574987,0.46037026323402,-0.15880664342834,0.10097357957712,0.08205081573423599,-0.010078387458007,0.021016996967346,0.031283627978477994
2015-12-31,,0.019994377679387,0.054118520649723,7.9795918367347,-1.4370607028753999,-0.79619415333701,0.4955637307942,0.43296032553408004,0.0072790442391107,0.024971474755157996,-0.059934587080949,-0.21838824577026003,-0.039316814291587,-0.043957938286502,-0.045784492266653,-0.26460530065546,0.11137553545931,0.3402990987422,0.8260816575259,0.13533007293702,0.14983017612661997,-0.003393665158371,-0.013538716584928001,0.03450845941715701
2016-12-31,,0.020004363753287,0.058052222114070996,0.13030303030303,0.9228801169590601,2.9878213802436,-0.019244682390392,-0.04983671730796499,-0.0016928708974331,0.010911789603071,0.052535444028877,-0.13956137852464,-0.015755689554561,0.074107464839524,0.0053222945002957,0.015888393722147,0.090364025695931,-0.11231803739008,-0.19375291997597002,0.12012640503718,0.12080516474816,-0.0011350737797957,0.04768573629297701,0.018371757925071997
2017-12-31,,0.020006079506434,0.060607756237415995,0.029714030384272002,0.33947918646645003,1.0061079063454001,0.22941870758336,0.26344889420203,0.0027767768192128,0.014074651861708,0.0051235435088009,0.0056272757365111,-0.016205533596838,0.019305019305018996,-0.0092780748663102,0.029563227160023,0.08915946582875099,-0.024639973362191002,-0.022350993377483,0.11716699355339,0.11810080152153,-0.0011363636363636,0.029608341130865003,0.0031128404669261
2018-12-31,,0.02,0.06240409618817,0.047949663701454,-0.027387540797502004,-0.1121447902571,0.12480499219969,0.11910112359550999,-0.0034983512302359,0.0058593970929246,-0.039463948039135,-0.19091507570770003,-0.020771394134189998,-0.03903162055336,-0.026907402909345998,-0.019636902556502,0.09051568698160802,0.02150721174362,0.01532599491956,0.11968859726228001,0.11990513150125001,0.0,0.0005842259006816201,0.010085337470908002
2019-12-31,,0.019997402934683998,0.06181744725800499,0.012008281573499,0.26480887073242,0.6094494189369399,0.064867171663288,0.057070386810400005,-0.0081136978310442,-0.0004273360098062,-0.034836942566122006,-0.18958502847844,-0.020801706806711995,-0.033933161953727996,-0.025377191036165998,-0.003968253968254,0.08928571428571401,0.0024229258918874,0.00033358352097402996,0.11997496366549,0.11994531961984,0.0,0.0011028934734656,0.0043988269794722
