Date,ODA/KAZ_LE_Value,ODA/KAZ_LP_Value,ODA/KAZ_PPPGDP_Value,ODA/KAZ_BCA_NGDPD_Value,ODA/KAZ_TX_RPCH_Value,ODA/KAZ_TXG_RPCH_Value,ODA/KAZ_TM_RPCH_Value,ODA/KAZ_TMG_RPCH_Value,ODA/KAZ_GGXWDG_NGDP_Value,ODA/KAZ_GGXWDN_NGDP_Value,ODA/KAZ_GGXCNL_NGDP_Value,ODA/KAZ_GGXONLB_NGDP_Value,ODA/KAZ_GGR_NGDP_Value,ODA/KAZ_GGSB_NPGDP_Value,ODA/KAZ_GGX_NGDP_Value,ODA/KAZ_NGSD_NGDP_Value,ODA/KAZ_PPPEX_Value,ODA/KAZ_PCPIPCH_Value,ODA/KAZ_PCPIEPCH_Value,ODA/KAZ_PCPI_Value,ODA/KAZ_PCPIE_Value,ODA/KAZ_PPPSH_Value,ODA/KAZ_NID_NGDP_Value,ODA/KAZ_LUR_Value
2003-12-31,,0.0056500975314455,0.11479104668974001,-0.7873977873977901,0.40030507735890003,0.9492633079847901,-0.78875317648988,9.3497164461248,-0.14949977262392,-0.5440652063168601,1.0769230769231,0.65723270440252,0.12917019286446002,,0.040337116967896006,-0.056629834254144,0.095514656830044,0.10215237444482,0.022878787878788,0.06451359832636,0.06751485023381201,0.046594982078853,-0.14639047309477,-0.059674308977929996
2004-12-31,,0.0082937596147414,0.12614254064721,-1.8789592760181,1.5526766262059999,1.2002438281012,9.929763290648001,4.6485844748858,-0.23860446464376003,-0.99217877094972,-0.35510510510510995,-0.44971537001898,-0.031596386730306,-0.10408781226344001,0.02893935846406,-0.034460593507838,0.13024322097647,0.06726596404215701,-0.00029625240705091,0.068866124581358,0.067491199545376,0.041095890410959,-0.09090594385017502,-0.042725304773841004
2005-12-31,,0.0095522388059702,0.13229341919254,-3.3346203346203,-0.33947023501082,-0.34592048760216,0.0048640204501882,-0.23869882946388,-0.2890625,-219.89285714285998,1.3100504462553,1.6960591133004999,0.14395112016293,1.354034643008,0.0071906430619397,0.045343590502256,0.14201502234335997,0.09512053441765898,0.12609275448215,0.07540737449341499,0.075993168156511,0.049342105263158,0.14534861581813,-0.035943822899309995
2006-12-31,,0.011564491753728997,0.14101389488875,0.36108048511577,0.27928011075219,0.17425558049895998,-0.19708158145779997,0.15434930343186998,-0.17681195209285003,0.7710882688856301,0.28573828321855,0.31481819842865,-0.022503916820966002,0.23636037329505,-0.10537255433555,0.09283894707047802,0.17927512904479,0.13711709322371,0.10526315789474001,0.085749497770242,0.084005029994434,0.050156739811912,0.10901655695192,-0.037037037037037
2007-12-31,,0.011107502435856,0.11797818254437,2.2345078979344,-0.50162325950509,-0.5236446272048499,0.12378437843783999,-0.034733976010007994,-0.11894405279735999,0.27056655918931,-0.32910896263392,-0.41870483602001,0.050524551945213,-0.45478298737117,0.19723218344361,-0.08663558663558701,0.12531180872594,0.25749271137026003,1.2322619047619,0.10782686289047001,0.18750950859577,0.029850746268657004,0.08516952963396,-0.069487179487179
2008-12-31,,0.013619426956187,0.05326461120518,-1.5865264212372,0.97365373480023,0.9263970922308001,-1.1081525569739,-0.9472059159868901,0.15185563500170002,0.0087732018561485,-0.76105160662123,-0.63184317475496,-0.018863344776171,-0.83093716719915,0.14191697603779999,0.12331631929675,0.18611848846693,0.59037373643698,-0.49336035411445,0.17148864343036999,0.094997117417206,0.0057971014492754,-0.25390905574894,-0.087214108569854
2009-12-31,,0.02661934338953,0.019683564876973002,-1.7630230572161,-2.0453645298518,-2.1762578616352,3.1473569876901,-11.054151624549,0.51152822938221,-0.20621001940630998,-2.0823145884271,-1.9201298701298999,-0.21745891500265,-6.3637795275591,-0.1329244864785,-0.1493483954435,0.039016907914455,-0.5745524520380201,-0.35252631578947,0.072962588473205,0.061512811512812,0.014409221902016999,0.13048468915466002,-0.0075471698113207
2010-12-31,,0.014569699962958,0.086109099477129,-1.2618914381645,-1.924750043852,-1.9342333912579,-1.6452204277608,-1.4973070017952999,0.04458785567615099,-0.071984788120246,-2.1069277108434,-2.2815808045166,0.08133863246319199,-1.0217263652378001,-0.042479761397529,0.016024927665257,0.18098825765289,-0.023300438596491002,0.26808649000163,0.07125692638244902,0.07799913660870901,0.019886363636363997,-0.13353640562052,-0.12045627376426
2011-12-31,,0.014603870025557,0.09719253469452901,4.7938034188034,-0.21479514415780998,-0.24552868793819,-0.55648762007847,0.19220216606498,-0.025741832818497,0.26987998829154,3.0489795918367006,2.2197136563877002,0.15703963580170002,69.216216216216,-0.032127441819072004,0.05169769989047099,0.15191528492198,0.16881841145101997,-0.05128205128205099,0.08328824965362501,0.07399991479572299,0.033426183844011005,-0.11605050275951,-0.066228601072108
2012-12-31,,0.014273719563392,0.06885131500516099,-0.90226811727826,-0.80524688375688,-0.80433339654845,6.3715680292862,2.0595930232558,0.19062259800154,0.2454091432962,-0.23924731182795997,-0.33880622541474,-0.02815579540122,-0.2590454195535,0.029607834122569003,-0.094112337707422,0.029748911701237998,-0.38540040821227,-0.18918918918919,0.05118741651136299,0.06,0.018867924528301997,0.093268901813206,-0.02
2013-12-31,,0.014959791863764999,0.075795578817935,-1.0962264150943,-1.7248821632348998,-1.9139811000727,-1.0046349942063,-0.9350752177355501,0.037846998063267,0.10173360478746,0.11462014134276,0.16632177961717998,-0.061694461984176996,0.15038961038961,-0.09734315695467699,0.035485725234719004,0.080490818353602,0.13889431529596,-0.2,0.058297089973657,0.048000568806927,0.026455026455026,0.05894778016819901,-0.012660619803477
2014-12-31,,0.014972327410428003,0.063655627933323,-6.0196078431373,-0.85592060232717,-0.88096500530223,9.1071428571429,-1.419512195122,0.06710209159474399,0.34875125993952,-0.24787002179513,-0.23952095808383,0.014686089779115001,-0.12282682321065999,0.080187979223349,0.059435254061656,0.074461048642953,0.18970840480273998,0.75,0.06935264297002498,0.083998386019789,0.012886597938144,0.04794621749409,0.0
2015-12-31,,0.014981058431867998,0.066402934652627,-3.7578125,-0.5748218527315899,0.18485523385301,-4.4840989399293,-7.1904069767442,0.055304575925386,0.033089761687287,-0.15964172813488,-0.11665208515602,-0.083174033472477,0.033976833976834,-0.06979300238138801,0.022531176861005003,0.041202800413176005,-0.12067474048442998,-0.27392857142857,0.060994631271054,0.060996057013542,0.010178117048346001,0.056679591117378,0.0
2016-12-31,,0.014929593394786,0.06809568396647099,-0.26487252124646,-21.782122905028,-7.3364661654135,-0.024594320486814997,-0.035923925804179,-0.012083131947801001,0.06044287264397401,0.26896551724138,0.29679762297788004,-0.03689204714693,-0.10779188449091001,-0.08497439936983099,0.025655916917191005,0.042829084495751,-0.010657484833579001,-0.010657484833579001,0.060338282979052,0.060336423528535,0.0075566750629723,0.018847154580025,0.0
2017-12-31,,0.014988577478129999,0.080212062074076,-0.92870905587669,0.44650537634409004,0.53989913972115,-0.080842214712763,-0.09595713589868499,-0.029354207436399,0.050630992534202,0.024456521739130002,0.022403258655804,-0.049129627993285005,-0.21484375,-0.06515656946088401,0.020784065549744997,0.036150135490938,-0.0024859131587669,-0.0024859131587669,0.060196407389091995,0.060194186128224005,0.0175,0.0046164423926923,0.0
2018-12-31,,0.014931927975406,0.07450897040779901,-4.5135135135135,-0.31666976398439,-0.34232325178193,-0.042138009049774,-0.043911637931035,0.02088133640553,0.016484507448688998,-0.20231492645285998,-0.21314741035857,-0.03944800669082799,-0.27647476901208,-0.00051798561151081,0.015694847782817,0.03730014467485201,0.0086393088552915,0.0086393088552915,0.060704566720940004,0.060706572471733,0.012285012285012,0.010233346369443,0.0
2019-12-31,,0.014982691475552,0.079079871101393,2.2692307692308,0.44764753875442,0.54891622729936,-0.017714791851196,0.0059171597633136,0.04570461278036401,-0.0085876508161817,-0.16656590084643,-0.16613924050632997,-0.030329415179219,,-0.0044339513992859,0.012561038293498,0.037139025480554,-0.024378191401746,-0.024378191401746,0.059234859459853,0.059234456488061,0.014563106796117,0.0030647138525066,0.0
